"product_id","time_id","warehouse_id","store_id","units_ordered","units_shipped","warehouse_sales","warehouse_cost","supply_time","store_invoice"
783,573,7,7,70.00,70,NT$98.55,NT$30.55,2,NT$34.83
1120,573,7,7,59.00,59,NT$56.50,NT$31.64,4,NT$37.33
937,573,7,7,94.00,94,NT$193.42,NT$71.57,3,NT$83.73
1486,573,7,7,76.00,64,NT$59.24,NT$21.92,4,NT$25.86
983,573,7,7,43.00,43,NT$18.69,NT$6.54,4,NT$7.85
96,565,7,7,15.00,15,NT$9.50,NT$5.41,1,NT$6.06
406,565,7,7,27.00,27,NT$20.37,NT$9.98,2,NT$11.58
1449,565,7,7,81.00,11,NT$4.50,NT$2.38,3,NT$2.67
1439,565,7,7,86.00,86,NT$51.60,NT$22.70,3,NT$26.79
1056,565,7,7,99.00,99,NT$113.13,NT$44.12,2,NT$49.86
1060,565,7,7,44.00,42,NT$60.27,NT$21.70,1,NT$25.82
317,565,7,7,30.00,30,NT$22.89,NT$11.45,2,NT$12.82
573,565,7,7,83.00,83,NT$101.29,NT$48.62,2,NT$55.43
950,565,7,7,31.00,31,NT$44.10,NT$18.08,3,NT$20.07
234,565,7,7,87.00,87,NT$72.82,NT$29.13,3,NT$34.95
823,565,7,7,37.00,4,NT$5.63,NT$2.25,3,NT$2.52
200,565,7,7,61.00,61,NT$66.28,NT$36.45,4,NT$43.74
923,565,7,7,89.00,15,NT$12.10,NT$6.89,2,NT$7.65
251,561,7,7,61.00,61,NT$77.40,NT$41.79,3,NT$48.06
1134,561,7,7,45.00,45,NT$33.58,NT$13.43,1,NT$15.72
45,561,7,7,76.00,76,NT$13.29,NT$5.58,3,NT$6.31
607,561,7,7,95.00,95,NT$81.87,NT$39.30,3,NT$45.98
1211,561,7,7,95.00,52,NT$92.63,NT$36.12,3,NT$42.63
228,561,7,7,32.00,32,NT$11.02,NT$5.73,3,NT$6.59
58,561,7,7,60.00,33,NT$38.12,NT$11.43,3,NT$13.61
1300,561,7,7,45.00,45,NT$22.19,NT$7.10,2,NT$8.02
939,597,7,7,33.00,33,NT$13.63,NT$6.41,3,NT$7.56
262,597,7,7,81.00,14,NT$6.00,NT$2.76,2,NT$3.26
318,597,7,7,72.00,72,NT$58.69,NT$25.82,1,NT$28.40
1295,597,7,7,21.00,21,NT$23.31,NT$8.62,2,NT$10.09
339,597,7,7,76.00,76,NT$53.20,NT$19.15,2,NT$22.22
502,597,7,7,27.00,27,NT$38.52,NT$23.11,4,NT$25.88
745,597,7,7,19.00,19,NT$7.59,NT$2.81,1,NT$3.23
429,597,7,7,61.00,61,NT$28.55,NT$11.42,3,NT$13.13
1378,597,7,7,56.00,56,NT$12.67,NT$6.08,1,NT$7.06
89,597,7,7,34.00,34,NT$31.35,NT$15.99,3,NT$18.07
106,597,7,7,31.00,31,NT$35.79,NT$11.09,2,NT$12.31
56,597,7,7,36.00,36,NT$7.92,NT$3.25,1,NT$3.64
83,605,7,7,53.00,53,NT$108.99,NT$46.87,3,NT$53.43
832,605,7,7,26.00,26,NT$47.17,NT$15.57,3,NT$18.21
143,605,7,7,13.00,13,NT$13.75,NT$6.88,1,NT$7.84
1065,605,7,7,45.00,45,NT$39.76,NT$11.93,3,NT$13.96
1002,605,7,7,91.00,85,NT$105.57,NT$47.51,1,NT$56.53
459,605,7,7,95.00,56,NT$19.35,NT$6.39,2,NT$7.47
116,605,7,7,85.00,85,NT$118.11,NT$62.60,2,NT$73.24
732,605,7,7,72.00,72,NT$28.83,NT$11.53,3,NT$13.26
882,588,7,7,25.00,25,NT$18.68,NT$10.83,2,NT$12.67
445,588,7,7,19.00,19,NT$19.72,NT$7.10,3,NT$8.45
928,588,7,7,88.00,88,NT$81.31,NT$31.71,2,NT$36.79
1038,588,7,7,84.00,84,NT$28.59,NT$13.72,3,NT$15.23
1122,588,7,7,89.00,89,NT$21.08,NT$6.32,3,NT$7.21
872,588,7,7,88.00,88,NT$90.92,NT$43.64,2,NT$51.06
567,581,7,7,13.00,11,NT$14.22,NT$6.11,3,NT$7.15
610,581,7,7,87.00,20,NT$15.44,NT$7.41,2,NT$8.82
893,581,7,7,78.00,78,NT$24.13,NT$11.10,1,NT$12.32
1189,581,7,7,26.00,26,NT$6.13,NT$2.39,3,NT$2.65
1033,581,7,7,82.00,82,NT$81.44,NT$30.95,3,NT$36.83
356,581,7,7,32.00,32,NT$35.49,NT$11.36,1,NT$12.83
827,581,7,7,24.00,24,NT$13.00,NT$5.07,2,NT$5.98
1389,581,7,7,67.00,67,NT$58.15,NT$24.42,3,NT$28.82
433,581,7,7,61.00,61,NT$35.03,NT$17.51,2,NT$20.49
1010,581,7,7,40.00,40,NT$62.54,NT$33.15,3,NT$37.79
839,581,7,7,60.00,60,NT$19.40,NT$6.21,3,NT$6.95
523,581,7,7,41.00,41,NT$24.68,NT$10.86,2,NT$12.49
1472,581,7,7,64.00,64,NT$50.69,NT$16.22,4,NT$19.14
184,581,7,7,48.00,48,NT$68.54,NT$30.84,4,NT$36.40
200,581,7,7,72.00,72,NT$62.96,NT$20.78,3,NT$24.10
68,586,7,7,78.00,78,NT$166.61,NT$61.65,1,NT$70.89
911,586,7,7,85.00,85,NT$60.28,NT$29.54,1,NT$33.97
1500,586,7,7,20.00,15,NT$13.74,NT$5.91,4,NT$6.62
877,586,7,7,84.00,84,NT$67.69,NT$36.55,3,NT$42.03
41,586,7,7,69.00,69,NT$30.09,NT$14.44,1,NT$17.19
578,586,7,7,75.00,75,NT$56.68,NT$28.34,3,NT$31.74
1354,586,7,7,29.00,29,NT$13.31,NT$7.32,3,NT$8.56
584,586,7,7,89.00,66,NT$76.92,NT$34.62,3,NT$38.08
921,586,7,7,26.00,26,NT$14.04,NT$8.14,4,NT$9.28
738,586,7,7,77.00,77,NT$72.65,NT$34.87,3,NT$41.50
1287,586,7,7,89.00,89,NT$44.86,NT$17.94,1,NT$20.27
784,586,7,7,53.00,53,NT$10.20,NT$3.87,3,NT$4.42
1467,586,7,7,91.00,91,NT$148.29,NT$45.97,1,NT$51.03
1507,625,7,7,44.00,44,NT$35.62,NT$13.89,1,NT$15.42
98,625,7,7,44.00,44,NT$29.79,NT$17.88,2,NT$20.91
1208,625,7,7,33.00,33,NT$34.10,NT$18.75,4,NT$21.00
998,625,7,7,91.00,91,NT$43.23,NT$14.70,2,NT$16.17
1214,625,7,7,44.00,44,NT$20.33,NT$10.16,3,NT$11.99
565,625,7,7,72.00,72,NT$24.62,NT$12.31,4,NT$14.41
1368,625,7,7,89.00,86,NT$167.92,NT$60.45,3,NT$70.12
931,625,7,7,96.00,96,NT$69.31,NT$29.80,3,NT$33.98
1414,625,7,7,46.00,46,NT$19.72,NT$7.10,2,NT$8.38
1524,625,7,7,14.00,5,NT$2.77,NT$1.08,2,NT$1.28
48,625,7,7,17.00,17,NT$12.46,NT$4.99,3,NT$5.83
1358,625,7,7,35.00,35,NT$40.43,NT$14.96,3,NT$17.20
548,625,7,7,32.00,32,NT$53.82,NT$30.68,3,NT$35.28
1418,625,7,7,19.00,19,NT$11.32,NT$5.89,1,NT$6.59
781,625,7,7,51.00,51,NT$98.71,NT$31.59,3,NT$36.33
1271,630,7,7,36.00,25,NT$49.00,NT$26.95,4,NT$32.07
1154,630,7,7,45.00,45,NT$28.31,NT$12.74,3,NT$14.65
1504,630,7,7,81.00,81,NT$66.97,NT$24.78,4,NT$28.50
455,630,7,7,44.00,32,NT$18.82,NT$9.60,3,NT$11.32
898,630,7,7,16.00,11,NT$8.23,NT$3.54,4,NT$4.21
1541,630,7,7,20.00,20,NT$22.42,NT$12.56,4,NT$14.19
1171,630,7,7,71.00,71,NT$128.69,NT$68.21,3,NT$75.71
1454,630,7,7,83.00,83,NT$95.67,NT$36.35,4,NT$40.72
604,630,7,7,46.00,46,NT$20.13,NT$7.25,1,NT$8.26
448,630,7,7,85.00,85,NT$52.36,NT$30.89,2,NT$34.29
1331,630,7,7,50.00,50,NT$41.10,NT$23.84,2,NT$26.46
1387,630,7,7,17.00,17,NT$18.39,NT$6.44,4,NT$7.40
804,630,7,7,99.00,99,NT$72.20,NT$24.55,2,NT$29.46
1408,630,7,7,52.00,32,NT$31.38,NT$9.41,3,NT$10.73
11,630,7,7,30.00,9,NT$11.06,NT$3.87,3,NT$4.61
701,624,7,7,72.00,72,NT$27.54,NT$13.49,3,NT$15.92
957,624,7,7,26.00,26,NT$37.84,NT$20.43,3,NT$23.09
1334,624,7,7,91.00,91,NT$70.32,NT$32.35,3,NT$38.50
618,624,7,7,14.00,14,NT$8.04,NT$3.29,2,NT$3.72
1207,624,7,7,49.00,0,NT$0.00,NT$0.00,1,NT$0.00
584,624,7,7,52.00,52,NT$57.91,NT$33.01,3,NT$37.96
1307,624,7,7,15.00,15,NT$8.51,NT$4.68,3,NT$5.48
285,624,7,7,53.00,53,NT$47.32,NT$22.71,4,NT$25.89
647,624,7,7,19.00,19,NT$20.30,NT$9.54,1,NT$10.69
291,624,7,7,59.00,59,NT$73.35,NT$35.94,2,NT$41.69
214,624,7,7,51.00,51,NT$51.78,NT$24.85,3,NT$27.59
31,624,7,7,28.00,10,NT$7.91,NT$2.61,2,NT$2.90
580,624,7,7,39.00,39,NT$55.45,NT$21.07,2,NT$24.44
491,624,7,7,12.00,12,NT$13.48,NT$6.87,2,NT$8.18
1311,612,7,7,55.00,55,NT$100.95,NT$39.37,4,NT$46.46
1461,612,7,7,93.00,93,NT$128.56,NT$41.14,2,NT$48.55
1012,612,7,7,59.00,29,NT$24.01,NT$12.01,2,NT$14.41
802,612,7,7,75.00,75,NT$121.10,NT$37.54,2,NT$44.67
1018,612,7,7,33.00,33,NT$9.82,NT$4.52,3,NT$5.15
369,612,7,7,37.00,37,NT$28.93,NT$13.60,4,NT$15.37
758,612,7,7,55.00,55,NT$75.44,NT$33.20,4,NT$36.85
735,612,7,7,52.00,52,NT$35.16,NT$11.96,3,NT$13.51
1218,612,7,7,38.00,38,NT$38.25,NT$22.57,2,NT$25.05
1328,612,7,7,71.00,71,NT$59.37,NT$23.15,4,NT$26.16
1411,612,7,7,27.00,27,NT$28.22,NT$12.70,4,NT$14.09
1162,612,7,7,23.00,23,NT$12.80,NT$5.50,1,NT$6.27
352,612,7,7,14.00,14,NT$5.07,NT$2.03,3,NT$2.33
808,612,7,7,76.00,76,NT$39.09,NT$19.93,3,NT$22.13
94,639,7,7,37.00,37,NT$12.16,NT$7.05,3,NT$8.04
431,639,7,7,36.00,36,NT$15.90,NT$7.79,4,NT$8.57
248,639,7,7,25.00,25,NT$9.46,NT$4.26,3,NT$4.90
797,639,7,7,60.00,60,NT$60.44,NT$33.85,2,NT$38.59
293,639,7,7,42.00,42,NT$30.91,NT$12.67,2,NT$14.96
976,639,7,7,41.00,41,NT$22.07,NT$8.83,4,NT$10.33
487,639,7,7,58.00,58,NT$82.94,NT$37.32,3,NT$42.92
810,639,7,7,31.00,31,NT$10.25,NT$3.59,3,NT$4.20
987,639,7,7,18.00,18,NT$20.98,NT$10.91,1,NT$12.55
870,639,7,7,51.00,51,NT$49.23,NT$15.75,3,NT$18.59
1220,639,7,7,96.00,96,NT$86.11,NT$40.47,2,NT$48.57
1208,640,7,7,94.00,94,NT$137.59,NT$64.67,4,NT$75.66
1397,640,7,7,37.00,37,NT$29.10,NT$16.59,3,NT$19.90
415,640,7,7,77.00,77,NT$91.87,NT$29.40,3,NT$35.28
658,640,7,7,79.00,77,NT$66.04,NT$25.09,3,NT$29.86
342,640,7,7,93.00,93,NT$80.91,NT$33.17,2,NT$38.48
1291,640,7,7,90.00,90,NT$99.36,NT$49.68,4,NT$55.64
1148,640,7,7,95.00,95,NT$86.89,NT$27.80,3,NT$31.97
626,646,7,7,57.00,57,NT$34.56,NT$12.44,3,NT$14.18
803,646,7,7,44.00,44,NT$52.51,NT$15.75,2,NT$17.64
686,646,7,7,76.00,76,NT$52.56,NT$21.55,4,NT$24.57
1036,646,7,7,32.00,32,NT$38.35,NT$18.02,1,NT$20.19
1132,646,7,7,28.00,28,NT$17.20,NT$7.74,1,NT$9.05
16,646,7,7,20.00,20,NT$42.90,NT$17.59,1,NT$20.75
659,646,7,7,81.00,81,NT$101.40,NT$31.44,4,NT$34.89
703,646,7,7,65.00,22,NT$30.71,NT$13.82,2,NT$16.45
986,646,7,7,43.00,43,NT$72.24,NT$39.73,3,NT$44.50
1282,646,7,7,51.00,51,NT$94.74,NT$36.00,3,NT$40.32
1125,646,7,7,76.00,76,NT$89.02,NT$49.85,2,NT$54.84
1429,654,11,11,32.00,32,NT$28.42,NT$11.37,3,NT$13.19
86,654,11,11,57.00,57,NT$98.19,NT$56.95,2,NT$65.49
996,654,11,11,67.00,67,NT$30.75,NT$12.92,2,NT$15.37
1385,654,11,11,28.00,28,NT$28.90,NT$11.27,2,NT$13.19
1362,654,11,11,40.00,40,NT$29.80,NT$15.79,2,NT$18.48
286,654,11,11,93.00,93,NT$67.35,NT$34.35,3,NT$40.88
396,654,11,11,42.00,42,NT$76.20,NT$33.53,3,NT$38.89
479,654,11,11,97.00,90,NT$83.21,NT$36.61,3,NT$41.74
230,654,11,11,56.00,56,NT$29.99,NT$16.19,2,NT$18.30
979,654,11,11,55.00,55,NT$103.95,NT$46.78,3,NT$56.13
1435,654,11,11,59.00,6,NT$7.51,NT$4.35,3,NT$5.09
1212,654,11,11,61.00,61,NT$16.49,NT$8.41,1,NT$9.59
735,654,11,11,50.00,50,NT$30.14,NT$17.48,1,NT$19.75
561,643,11,11,89.00,89,NT$27.41,NT$12.61,2,NT$15.13
1098,643,11,11,65.00,65,NT$29.82,NT$11.03,2,NT$12.80
1461,643,11,11,78.00,78,NT$63.90,NT$20.45,1,NT$22.49
1105,643,11,11,23.00,23,NT$23.83,NT$10.25,3,NT$12.30
1028,643,11,11,71.00,71,NT$52.48,NT$30.97,1,NT$35.30
845,643,11,11,99.00,99,NT$50.61,NT$29.86,2,NT$34.04
1394,643,11,11,26.00,7,NT$6.02,NT$2.05,2,NT$2.44
1304,643,11,11,66.00,38,NT$8.40,NT$4.37,3,NT$4.85
428,643,11,11,82.00,82,NT$18.68,NT$5.79,2,NT$6.89
1498,643,11,11,35.00,35,NT$25.76,NT$11.85,3,NT$13.86
262,643,11,11,63.00,63,NT$29.55,NT$13.89,4,NT$16.11
439,643,11,11,80.00,80,NT$120.40,NT$62.61,4,NT$69.49
322,643,11,11,53.00,53,NT$72.65,NT$24.70,3,NT$27.91
672,643,11,11,40.00,40,NT$44.09,NT$26.01,2,NT$28.87
1475,648,11,11,82.00,82,NT$148.88,NT$84.86,2,NT$95.89
1452,648,11,11,61.00,61,NT$84.62,NT$25.39,1,NT$30.46
375,648,11,11,58.00,58,NT$49.14,NT$19.66,3,NT$23.20
486,648,11,11,39.00,39,NT$23.56,NT$12.02,2,NT$13.46
569,648,11,11,56.00,56,NT$93.79,NT$55.34,3,NT$62.53
319,648,11,11,63.00,48,NT$32.26,NT$12.58,4,NT$14.97
1069,648,11,11,92.00,92,NT$16.26,NT$5.69,4,NT$6.83
1524,648,11,11,63.00,63,NT$41.28,NT$22.70,3,NT$25.65
1302,648,11,11,47.00,47,NT$35.65,NT$14.62,1,NT$17.10
825,648,11,11,77.00,77,NT$74.09,NT$31.12,3,NT$35.16
282,648,11,11,97.00,97,NT$28.87,NT$13.86,3,NT$16.21
353,648,11,11,97.00,97,NT$83.76,NT$32.67,3,NT$36.91
5,647,11,11,96.00,26,NT$24.48,NT$12.73,2,NT$14.01
382,647,11,11,26.00,26,NT$23.17,NT$12.05,2,NT$13.61
1225,647,11,11,41.00,41,NT$31.03,NT$15.20,1,NT$17.33
255,647,11,11,12.00,12,NT$4.38,NT$1.31,4,NT$1.54
1192,647,11,11,87.00,87,NT$46.89,NT$25.32,2,NT$28.11
355,647,11,11,93.00,93,NT$29.38,NT$16.45,3,NT$18.76
892,647,11,11,47.00,39,NT$33.01,NT$18.48,2,NT$20.52
109,647,11,11,40.00,40,NT$83.74,NT$31.82,3,NT$36.28
898,647,11,11,72.00,72,NT$45.10,NT$22.55,3,NT$24.81
1235,647,11,11,32.00,31,NT$15.40,NT$5.24,4,NT$6.07
1052,647,11,11,34.00,34,NT$21.42,NT$11.14,3,NT$12.36
43,647,11,11,18.00,18,NT$15.33,NT$5.37,3,NT$6.33
1098,647,11,11,43.00,43,NT$25.10,NT$13.30,2,NT$15.83
222,647,11,11,76.00,76,NT$114.08,NT$42.21,2,NT$47.70
1409,650,11,11,43.00,43,NT$11.85,NT$4.62,2,NT$5.50
66,650,11,11,62.00,62,NT$106.64,NT$47.99,2,NT$54.23
976,650,11,11,62.00,62,NT$31.19,NT$11.23,2,NT$13.36
220,650,11,11,51.00,51,NT$54.62,NT$16.93,1,NT$19.30
1342,650,11,11,20.00,20,NT$32.82,NT$13.79,3,NT$15.58
266,650,11,11,68.00,68,NT$47.37,NT$27.47,1,NT$30.22
231,699,11,11,64.00,64,NT$61.06,NT$26.25,3,NT$29.93
527,699,11,11,76.00,76,NT$92.25,NT$32.29,4,NT$37.13
371,699,11,11,40.00,27,NT$5.88,NT$2.94,3,NT$3.47
1254,699,11,11,12.00,12,NT$24.66,NT$12.08,3,NT$13.78
165,699,11,11,91.00,91,NT$87.59,NT$39.41,2,NT$46.51
727,699,11,11,60.00,60,NT$56.15,NT$30.88,1,NT$36.14
1331,699,11,11,18.00,8,NT$8.99,NT$3.24,4,NT$3.59
348,699,11,11,42.00,42,NT$21.18,NT$7.20,4,NT$8.14
177,699,11,11,80.00,80,NT$50.46,NT$28.76,2,NT$32.50
1420,699,11,11,46.00,46,NT$46.95,NT$15.96,2,NT$17.72
810,699,11,11,20.00,20,NT$6.16,NT$3.57,3,NT$4.11
1081,699,11,11,78.00,78,NT$77.17,NT$27.01,1,NT$29.71
1097,699,11,11,55.00,55,NT$47.30,NT$28.38,3,NT$31.22
1047,699,11,11,49.00,49,NT$63.31,NT$27.86,1,NT$30.92
1197,699,11,11,45.00,45,NT$59.35,NT$27.89,4,NT$32.91
1134,676,11,11,28.00,28,NT$23.44,NT$11.49,2,NT$13.32
512,676,11,11,82.00,34,NT$44.72,NT$23.70,3,NT$26.54
1234,676,11,11,21.00,21,NT$4.82,NT$2.12,3,NT$2.50
212,676,11,11,100.00,100,NT$64.74,NT$25.90,2,NT$29.26
988,676,11,11,45.00,10,NT$18.41,NT$6.63,2,NT$7.42
218,676,11,11,55.00,55,NT$68.11,NT$34.06,2,NT$38.14
555,676,11,11,84.00,84,NT$87.09,NT$41.80,2,NT$47.66
372,676,11,11,32.00,32,NT$52.22,NT$21.41,3,NT$23.76
922,676,11,11,39.00,39,NT$37.37,NT$20.18,1,NT$22.60
363,678,11,11,32.00,32,NT$34.94,NT$10.83,3,NT$12.13
899,678,11,11,70.00,70,NT$47.04,NT$25.40,4,NT$30.23
1262,678,11,11,35.00,35,NT$14.63,NT$7.75,2,NT$9.15
906,678,11,11,76.00,76,NT$20.11,NT$9.25,3,NT$10.27
829,678,11,11,68.00,68,NT$76.73,NT$41.43,3,NT$48.06
646,678,11,11,20.00,20,NT$15.10,NT$8.46,2,NT$9.90
1195,678,11,11,15.00,15,NT$14.69,NT$5.14,3,NT$6.07
1106,678,11,11,84.00,84,NT$70.22,NT$26.69,2,NT$30.69
229,678,11,11,80.00,80,NT$80.28,NT$37.73,3,NT$41.88
1299,678,11,11,12.00,12,NT$11.92,NT$4.05,4,NT$4.70
63,678,11,11,11.00,11,NT$14.93,NT$7.76,3,NT$9.16
240,678,11,11,18.00,18,NT$7.89,NT$4.50,3,NT$5.31
123,678,11,11,43.00,43,NT$69.35,NT$37.45,1,NT$43.82
130,686,11,11,99.00,99,NT$94.93,NT$36.07,2,NT$42.21
401,686,11,11,13.00,13,NT$3.37,NT$1.31,3,NT$1.54
417,686,11,11,31.00,31,NT$44.69,NT$16.09,3,NT$18.34
367,686,11,11,28.00,28,NT$55.70,NT$31.19,2,NT$35.56
517,686,11,11,14.00,14,NT$17.14,NT$8.74,1,NT$9.79
68,686,11,11,47.00,47,NT$80.31,NT$24.90,3,NT$28.38
1416,686,11,11,93.00,93,NT$149.95,NT$53.98,3,NT$62.08
74,686,11,11,89.00,89,NT$53.10,NT$18.58,3,NT$21.74
984,686,11,11,80.00,80,NT$36.94,NT$11.82,3,NT$14.07
1373,686,11,11,52.00,52,NT$89.86,NT$45.83,3,NT$51.33
664,698,11,11,53.00,53,NT$46.11,NT$23.98,1,NT$26.61
15,698,11,11,70.00,70,NT$94.58,NT$46.34,1,NT$55.15
404,698,11,11,43.00,43,NT$17.20,NT$6.71,4,NT$7.92
381,698,11,11,30.00,30,NT$34.25,NT$11.65,2,NT$13.51
864,698,11,11,87.00,87,NT$75.16,NT$25.55,1,NT$30.15
974,698,11,11,13.00,1,NT$0.39,NT$0.22,2,NT$0.24
1058,698,11,11,17.00,17,NT$22.99,NT$8.28,3,NT$9.27
808,698,11,11,86.00,86,NT$53.79,NT$20.98,2,NT$24.97
1557,698,11,11,83.00,83,NT$55.78,NT$26.77,3,NT$31.32
1077,726,11,11,83.00,83,NT$137.45,NT$71.47,2,NT$80.76
267,726,11,11,70.00,70,NT$18.59,NT$7.25,3,NT$8.05
1137,726,11,11,12.00,12,NT$7.65,NT$3.75,2,NT$4.23
500,726,11,11,58.00,58,NT$83.31,NT$28.33,3,NT$31.44
438,726,11,11,60.00,60,NT$40.53,NT$21.89,3,NT$24.95
1454,726,11,11,70.00,70,NT$125.77,NT$72.95,2,NT$85.35
1110,726,11,11,41.00,41,NT$42.48,NT$16.99,2,NT$18.69
167,726,11,11,91.00,57,NT$19.15,NT$6.70,1,NT$7.51
1437,726,11,11,36.00,22,NT$20.29,NT$8.93,2,NT$10.18
1160,726,11,11,24.00,24,NT$23.85,NT$10.49,2,NT$12.28
17,726,11,11,39.00,39,NT$62.97,NT$25.19,1,NT$29.72
328,726,11,11,100.00,100,NT$47.88,NT$28.25,4,NT$31.36
1370,726,11,11,60.00,60,NT$49.98,NT$22.49,2,NT$25.86
1360,726,11,11,91.00,91,NT$125.53,NT$69.04,3,NT$76.63
622,706,11,11,25.00,25,NT$7.70,NT$2.69,4,NT$3.23
1265,706,11,11,56.00,56,NT$20.16,NT$10.68,3,NT$12.29
1309,706,11,11,41.00,41,NT$55.33,NT$21.58,1,NT$25.03
33,706,11,11,71.00,71,NT$30.90,NT$12.36,3,NT$13.84
328,706,11,11,91.00,91,NT$68.80,NT$31.65,3,NT$36.71
172,706,11,11,90.00,45,NT$67.23,NT$24.88,3,NT$29.35
1055,706,11,11,28.00,28,NT$18.60,NT$9.48,3,NT$10.81
1559,721,11,11,47.00,47,NT$32.74,NT$11.79,1,NT$13.44
789,721,11,11,85.00,85,NT$123.08,NT$72.62,2,NT$82.78
1126,721,11,11,46.00,46,NT$31.48,NT$10.70,2,NT$11.88
943,721,11,11,20.00,20,NT$26.18,NT$15.19,3,NT$17.46
1492,721,11,11,78.00,78,NT$40.31,NT$14.11,1,NT$15.52
1403,721,11,11,54.00,54,NT$52.70,NT$31.62,3,NT$34.78
527,721,11,11,49.00,49,NT$46.65,NT$17.73,1,NT$21.09
1182,721,11,11,28.00,28,NT$14.11,NT$5.79,3,NT$6.71
360,721,11,11,24.00,24,NT$15.09,NT$8.75,1,NT$9.98
123,721,11,11,95.00,4,NT$4.92,NT$2.21,2,NT$2.48
6,721,11,11,47.00,47,NT$27.03,NT$16.22,2,NT$18.32
711,730,11,11,81.00,81,NT$93.64,NT$36.52,2,NT$41.63
994,730,11,11,19.00,19,NT$7.51,NT$2.70,2,NT$3.03
144,730,11,11,54.00,54,NT$9.91,NT$4.96,2,NT$5.55
1547,730,11,11,84.00,84,NT$71.97,NT$34.55,2,NT$39.38
871,730,11,11,32.00,32,NT$33.32,NT$13.66,3,NT$15.17
927,730,11,11,22.00,22,NT$4.44,NT$2.13,3,NT$2.55
344,730,11,11,62.00,24,NT$22.98,NT$9.19,3,NT$10.30
534,730,11,11,62.00,62,NT$102.68,NT$56.48,4,NT$67.77
1110,730,11,11,90.00,40,NT$62.72,NT$35.75,2,NT$39.68
1354,730,11,11,58.00,58,NT$26.61,NT$13.31,3,NT$15.70
487,724,11,11,58.00,58,NT$51.27,NT$25.12,3,NT$28.64
170,724,11,11,70.00,70,NT$109.76,NT$36.22,3,NT$42.38
1120,724,11,11,34.00,34,NT$29.07,NT$9.01,4,NT$10.72
976,724,11,11,72.00,72,NT$46.33,NT$25.02,1,NT$29.02
993,724,11,11,37.00,37,NT$65.77,NT$34.86,2,NT$39.74
943,724,11,11,78.00,78,NT$61.65,NT$33.91,3,NT$40.01
1093,724,11,11,70.00,67,NT$103.55,NT$40.38,2,NT$46.04
514,371,13,13,58.00,58,NT$57.74,NT$17.32,2,NT$19.05
810,371,13,13,98.00,77,NT$23.70,NT$9.72,3,NT$11.27
653,371,13,13,65.00,65,NT$56.02,NT$31.93,4,NT$36.40
1536,371,13,13,69.00,69,NT$51.39,NT$29.29,2,NT$33.10
447,371,13,13,86.00,86,NT$104.03,NT$56.17,2,NT$62.35
1009,371,13,13,84.00,84,NT$112.27,NT$50.52,1,NT$55.57
54,371,13,13,70.00,51,NT$58.28,NT$32.05,3,NT$35.26
419,377,13,13,99.00,99,NT$127.23,NT$61.07,3,NT$71.46
330,377,13,13,88.00,88,NT$150.60,NT$66.27,2,NT$75.54
1012,377,13,13,57.00,57,NT$58.21,NT$30.85,1,NT$33.94
109,377,13,13,99.00,99,NT$168.15,NT$63.90,2,NT$74.76
846,377,13,13,13.00,13,NT$8.23,NT$3.21,3,NT$3.75
609,377,13,13,31.00,31,NT$36.13,NT$13.01,3,NT$14.83
492,377,13,13,94.00,94,NT$81.53,NT$45.65,2,NT$52.05
842,377,13,13,80.00,80,NT$92.16,NT$47.00,4,NT$52.64
1352,377,13,13,47.00,47,NT$49.82,NT$26.40,3,NT$30.10
236,377,13,13,69.00,69,NT$72.44,NT$26.80,3,NT$30.82
879,377,13,13,71.00,71,NT$31.52,NT$11.66,4,NT$13.76
509,377,13,13,86.00,86,NT$96.41,NT$32.78,3,NT$39.01
792,377,13,13,57.00,57,NT$50.99,NT$22.95,2,NT$25.70
1502,377,13,13,41.00,41,NT$46.08,NT$17.97,3,NT$20.85
739,379,13,13,60.00,60,NT$72.83,NT$36.41,1,NT$41.51
489,379,13,13,44.00,44,NT$41.36,NT$22.75,1,NT$25.48
1239,379,13,13,84.00,84,NT$107.25,NT$52.55,3,NT$60.96
550,379,13,13,52.00,52,NT$44.93,NT$25.61,3,NT$28.43
1472,379,13,13,29.00,10,NT$11.22,NT$3.81,3,NT$4.23
1409,379,13,13,39.00,39,NT$12.20,NT$4.76,2,NT$5.66
866,379,13,13,13.00,13,NT$18.44,NT$10.88,3,NT$12.95
523,379,13,13,89.00,89,NT$76.54,NT$35.21,4,NT$41.19
1139,379,13,13,32.00,32,NT$49.42,NT$27.68,2,NT$32.93
849,379,13,13,78.00,78,NT$54.05,NT$17.30,3,NT$20.76
267,387,13,13,75.00,59,NT$20.08,NT$6.83,4,NT$7.58
1537,387,13,13,92.00,92,NT$123.07,NT$39.38,2,NT$45.29
1260,387,13,13,69.00,69,NT$25.89,NT$8.80,3,NT$10.21
118,387,13,13,63.00,63,NT$52.21,NT$22.45,4,NT$26.27
428,387,13,13,18.00,18,NT$6.27,NT$2.88,4,NT$3.20
1470,387,13,13,38.00,38,NT$38.46,NT$12.69,2,NT$15.23
1460,387,13,13,19.00,19,NT$23.47,NT$8.68,4,NT$9.81
1077,387,13,13,42.00,42,NT$91.19,NT$50.15,3,NT$57.68
667,387,13,13,25.00,25,NT$23.28,NT$8.61,3,NT$9.90
1483,387,13,13,74.00,28,NT$33.40,NT$14.03,1,NT$16.55
594,387,13,13,82.00,82,NT$19.02,NT$5.90,4,NT$6.55
