"time_id","the_date","the_day","the_month","the_year","day_of_month","week_of_year","month_of_year","quarter","fiscal_period"
714,1997/12/14 00:00:00,"Sunday","December",1997,14,52.00,12,"Q4",
715,1997/12/15 00:00:00,"Monday","December",1997,15,1.00,12,"Q4",
716,1997/12/16 00:00:00,"Tuesday","December",1997,16,1.00,12,"Q4",
717,1997/12/17 00:00:00,"Wednesday","December",1997,17,1.00,12,"Q4",
718,1997/12/18 00:00:00,"Thursday","December",1997,18,1.00,12,"Q4",
719,1997/12/19 00:00:00,"Friday","December",1997,19,1.00,12,"Q4",
720,1997/12/20 00:00:00,"Saturday","December",1997,20,1.00,12,"Q4",
721,1997/12/21 00:00:00,"Sunday","December",1997,21,2.00,12,"Q4",
722,1997/12/22 00:00:00,"Monday","December",1997,22,2.00,12,"Q4",
723,1997/12/23 00:00:00,"Tuesday","December",1997,23,2.00,12,"Q4",
724,1997/12/24 00:00:00,"Wednesday","December",1997,24,2.00,12,"Q4",
725,1997/12/25 00:00:00,"Thursday","December",1997,25,2.00,12,"Q4",
726,1997/12/26 00:00:00,"Friday","December",1997,26,2.00,12,"Q4",
727,1997/12/27 00:00:00,"Saturday","December",1997,27,2.00,12,"Q4",
728,1997/12/28 00:00:00,"Sunday","December",1997,28,3.00,12,"Q4",
729,1997/12/29 00:00:00,"Monday","December",1997,29,3.00,12,"Q4",
730,1997/12/30 00:00:00,"Tuesday","December",1997,30,3.00,12,"Q4",
731,1997/12/31 00:00:00,"Wednesday","December",1997,31,3.00,12,"Q4",
732,1998/1/1 00:00:00,"Thursday","January",1998,1,3.00,1,"Q1",
733,1998/1/2 00:00:00,"Friday","January",1998,2,3.00,1,"Q1",
734,1998/1/3 00:00:00,"Saturday","January",1998,3,3.00,1,"Q1",
735,1998/1/4 00:00:00,"Sunday","January",1998,4,4.00,1,"Q1",
736,1998/1/5 00:00:00,"Monday","January",1998,5,4.00,1,"Q1",
737,1998/1/6 00:00:00,"Tuesday","January",1998,6,4.00,1,"Q1",
738,1998/1/7 00:00:00,"Wednesday","January",1998,7,4.00,1,"Q1",
739,1998/1/8 00:00:00,"Thursday","January",1998,8,4.00,1,"Q1",
740,1998/1/9 00:00:00,"Friday","January",1998,9,4.00,1,"Q1",
741,1998/1/10 00:00:00,"Saturday","January",1998,10,4.00,1,"Q1",
742,1998/1/11 00:00:00,"Sunday","January",1998,11,5.00,1,"Q1",
743,1998/1/12 00:00:00,"Monday","January",1998,12,5.00,1,"Q1",
744,1998/1/13 00:00:00,"Tuesday","January",1998,13,5.00,1,"Q1",
745,1998/1/14 00:00:00,"Wednesday","January",1998,14,5.00,1,"Q1",
746,1998/1/15 00:00:00,"Thursday","January",1998,15,5.00,1,"Q1",
747,1998/1/16 00:00:00,"Friday","January",1998,16,5.00,1,"Q1",
748,1998/1/17 00:00:00,"Saturday","January",1998,17,5.00,1,"Q1",
749,1998/1/18 00:00:00,"Sunday","January",1998,18,6.00,1,"Q1",
750,1998/1/19 00:00:00,"Monday","January",1998,19,6.00,1,"Q1",
751,1998/1/20 00:00:00,"Tuesday","January",1998,20,6.00,1,"Q1",
752,1998/1/21 00:00:00,"Wednesday","January",1998,21,6.00,1,"Q1",
753,1998/1/22 00:00:00,"Thursday","January",1998,22,6.00,1,"Q1",
754,1998/1/23 00:00:00,"Friday","January",1998,23,6.00,1,"Q1",
755,1998/1/24 00:00:00,"Saturday","January",1998,24,6.00,1,"Q1",
756,1998/1/25 00:00:00,"Sunday","January",1998,25,7.00,1,"Q1",
757,1998/1/26 00:00:00,"Monday","January",1998,26,7.00,1,"Q1",
758,1998/1/27 00:00:00,"Tuesday","January",1998,27,7.00,1,"Q1",
759,1998/1/28 00:00:00,"Wednesday","January",1998,28,7.00,1,"Q1",
760,1998/1/29 00:00:00,"Thursday","January",1998,29,7.00,1,"Q1",
761,1998/1/30 00:00:00,"Friday","January",1998,30,7.00,1,"Q1",
762,1998/1/31 00:00:00,"Saturday","January",1998,31,7.00,1,"Q1",
763,1998/2/1 00:00:00,"Sunday","February",1998,1,8.00,2,"Q1",
764,1998/2/2 00:00:00,"Monday","February",1998,2,8.00,2,"Q1",
765,1998/2/3 00:00:00,"Tuesday","February",1998,3,8.00,2,"Q1",
766,1998/2/4 00:00:00,"Wednesday","February",1998,4,8.00,2,"Q1",
767,1998/2/5 00:00:00,"Thursday","February",1998,5,8.00,2,"Q1",
768,1998/2/6 00:00:00,"Friday","February",1998,6,8.00,2,"Q1",
769,1998/2/7 00:00:00,"Saturday","February",1998,7,8.00,2,"Q1",
770,1998/2/8 00:00:00,"Sunday","February",1998,8,9.00,2,"Q1",
771,1998/2/9 00:00:00,"Monday","February",1998,9,9.00,2,"Q1",
772,1998/2/10 00:00:00,"Tuesday","February",1998,10,9.00,2,"Q1",
773,1998/2/11 00:00:00,"Wednesday","February",1998,11,9.00,2,"Q1",
774,1998/2/12 00:00:00,"Thursday","February",1998,12,9.00,2,"Q1",
775,1998/2/13 00:00:00,"Friday","February",1998,13,9.00,2,"Q1",
776,1998/2/14 00:00:00,"Saturday","February",1998,14,9.00,2,"Q1",
777,1998/2/15 00:00:00,"Sunday","February",1998,15,10.00,2,"Q1",
778,1998/2/16 00:00:00,"Monday","February",1998,16,10.00,2,"Q1",
779,1998/2/17 00:00:00,"Tuesday","February",1998,17,10.00,2,"Q1",
780,1998/2/18 00:00:00,"Wednesday","February",1998,18,10.00,2,"Q1",
781,1998/2/19 00:00:00,"Thursday","February",1998,19,10.00,2,"Q1",
782,1998/2/20 00:00:00,"Friday","February",1998,20,10.00,2,"Q1",
783,1998/2/21 00:00:00,"Saturday","February",1998,21,10.00,2,"Q1",
784,1998/2/22 00:00:00,"Sunday","February",1998,22,11.00,2,"Q1",
785,1998/2/23 00:00:00,"Monday","February",1998,23,11.00,2,"Q1",
786,1998/2/24 00:00:00,"Tuesday","February",1998,24,11.00,2,"Q1",
787,1998/2/25 00:00:00,"Wednesday","February",1998,25,11.00,2,"Q1",
788,1998/2/26 00:00:00,"Thursday","February",1998,26,11.00,2,"Q1",
789,1998/2/27 00:00:00,"Friday","February",1998,27,11.00,2,"Q1",
790,1998/2/28 00:00:00,"Saturday","February",1998,28,11.00,2,"Q1",
791,1998/3/1 00:00:00,"Sunday","March",1998,1,12.00,3,"Q1",
792,1998/3/2 00:00:00,"Monday","March",1998,2,12.00,3,"Q1",
793,1998/3/3 00:00:00,"Tuesday","March",1998,3,12.00,3,"Q1",
794,1998/3/4 00:00:00,"Wednesday","March",1998,4,12.00,3,"Q1",
795,1998/3/5 00:00:00,"Thursday","March",1998,5,12.00,3,"Q1",
796,1998/3/6 00:00:00,"Friday","March",1998,6,12.00,3,"Q1",
797,1998/3/7 00:00:00,"Saturday","March",1998,7,12.00,3,"Q1",
798,1998/3/8 00:00:00,"Sunday","March",1998,8,13.00,3,"Q1",
799,1998/3/9 00:00:00,"Monday","March",1998,9,13.00,3,"Q1",
800,1998/3/10 00:00:00,"Tuesday","March",1998,10,13.00,3,"Q1",
801,1998/3/11 00:00:00,"Wednesday","March",1998,11,13.00,3,"Q1",
802,1998/3/12 00:00:00,"Thursday","March",1998,12,13.00,3,"Q1",
803,1998/3/13 00:00:00,"Friday","March",1998,13,13.00,3,"Q1",
804,1998/3/14 00:00:00,"Saturday","March",1998,14,13.00,3,"Q1",
805,1998/3/15 00:00:00,"Sunday","March",1998,15,14.00,3,"Q1",
806,1998/3/16 00:00:00,"Monday","March",1998,16,14.00,3,"Q1",
807,1998/3/17 00:00:00,"Tuesday","March",1998,17,14.00,3,"Q1",
808,1998/3/18 00:00:00,"Wednesday","March",1998,18,14.00,3,"Q1",
809,1998/3/19 00:00:00,"Thursday","March",1998,19,14.00,3,"Q1",
810,1998/3/20 00:00:00,"Friday","March",1998,20,14.00,3,"Q1",
811,1998/3/21 00:00:00,"Saturday","March",1998,21,14.00,3,"Q1",
812,1998/3/22 00:00:00,"Sunday","March",1998,22,15.00,3,"Q1",
813,1998/3/23 00:00:00,"Monday","March",1998,23,15.00,3,"Q1",
814,1998/3/24 00:00:00,"Tuesday","March",1998,24,15.00,3,"Q1",
815,1998/3/25 00:00:00,"Wednesday","March",1998,25,15.00,3,"Q1",
816,1998/3/26 00:00:00,"Thursday","March",1998,26,15.00,3,"Q1",
817,1998/3/27 00:00:00,"Friday","March",1998,27,15.00,3,"Q1",
818,1998/3/28 00:00:00,"Saturday","March",1998,28,15.00,3,"Q1",
819,1998/3/29 00:00:00,"Sunday","March",1998,29,16.00,3,"Q1",
820,1998/3/30 00:00:00,"Monday","March",1998,30,16.00,3,"Q1",
821,1998/3/31 00:00:00,"Tuesday","March",1998,31,16.00,3,"Q1",
822,1998/4/1 00:00:00,"Wednesday","April",1998,1,16.00,4,"Q2",
823,1998/4/2 00:00:00,"Thursday","April",1998,2,16.00,4,"Q2",
824,1998/4/3 00:00:00,"Friday","April",1998,3,16.00,4,"Q2",
825,1998/4/4 00:00:00,"Saturday","April",1998,4,16.00,4,"Q2",
826,1998/4/5 00:00:00,"Sunday","April",1998,5,17.00,4,"Q2",
827,1998/4/6 00:00:00,"Monday","April",1998,6,17.00,4,"Q2",
828,1998/4/7 00:00:00,"Tuesday","April",1998,7,17.00,4,"Q2",
829,1998/4/8 00:00:00,"Wednesday","April",1998,8,17.00,4,"Q2",
830,1998/4/9 00:00:00,"Thursday","April",1998,9,17.00,4,"Q2",
831,1998/4/10 00:00:00,"Friday","April",1998,10,17.00,4,"Q2",
832,1998/4/11 00:00:00,"Saturday","April",1998,11,17.00,4,"Q2",
833,1998/4/12 00:00:00,"Sunday","April",1998,12,18.00,4,"Q2",
834,1998/4/13 00:00:00,"Monday","April",1998,13,18.00,4,"Q2",
835,1998/4/14 00:00:00,"Tuesday","April",1998,14,18.00,4,"Q2",
836,1998/4/15 00:00:00,"Wednesday","April",1998,15,18.00,4,"Q2",
837,1998/4/16 00:00:00,"Thursday","April",1998,16,18.00,4,"Q2",
838,1998/4/17 00:00:00,"Friday","April",1998,17,18.00,4,"Q2",
839,1998/4/18 00:00:00,"Saturday","April",1998,18,18.00,4,"Q2",
840,1998/4/19 00:00:00,"Sunday","April",1998,19,19.00,4,"Q2",
841,1998/4/20 00:00:00,"Monday","April",1998,20,19.00,4,"Q2",
842,1998/4/21 00:00:00,"Tuesday","April",1998,21,19.00,4,"Q2",
843,1998/4/22 00:00:00,"Wednesday","April",1998,22,19.00,4,"Q2",
844,1998/4/23 00:00:00,"Thursday","April",1998,23,19.00,4,"Q2",
845,1998/4/24 00:00:00,"Friday","April",1998,24,19.00,4,"Q2",
846,1998/4/25 00:00:00,"Saturday","April",1998,25,19.00,4,"Q2",
847,1998/4/26 00:00:00,"Sunday","April",1998,26,20.00,4,"Q2",
848,1998/4/27 00:00:00,"Monday","April",1998,27,20.00,4,"Q2",
849,1998/4/28 00:00:00,"Tuesday","April",1998,28,20.00,4,"Q2",
850,1998/4/29 00:00:00,"Wednesday","April",1998,29,20.00,4,"Q2",
851,1998/4/30 00:00:00,"Thursday","April",1998,30,20.00,4,"Q2",
852,1998/5/1 00:00:00,"Friday","May",1998,1,20.00,5,"Q2",
853,1998/5/2 00:00:00,"Saturday","May",1998,2,20.00,5,"Q2",
854,1998/5/3 00:00:00,"Sunday","May",1998,3,21.00,5,"Q2",
855,1998/5/4 00:00:00,"Monday","May",1998,4,21.00,5,"Q2",
856,1998/5/5 00:00:00,"Tuesday","May",1998,5,21.00,5,"Q2",
857,1998/5/6 00:00:00,"Wednesday","May",1998,6,21.00,5,"Q2",
858,1998/5/7 00:00:00,"Thursday","May",1998,7,21.00,5,"Q2",
859,1998/5/8 00:00:00,"Friday","May",1998,8,21.00,5,"Q2",
860,1998/5/9 00:00:00,"Saturday","May",1998,9,21.00,5,"Q2",
861,1998/5/10 00:00:00,"Sunday","May",1998,10,22.00,5,"Q2",
862,1998/5/11 00:00:00,"Monday","May",1998,11,22.00,5,"Q2",
863,1998/5/12 00:00:00,"Tuesday","May",1998,12,22.00,5,"Q2",
864,1998/5/13 00:00:00,"Wednesday","May",1998,13,22.00,5,"Q2",
865,1998/5/14 00:00:00,"Thursday","May",1998,14,22.00,5,"Q2",
866,1998/5/15 00:00:00,"Friday","May",1998,15,22.00,5,"Q2",
867,1998/5/16 00:00:00,"Saturday","May",1998,16,22.00,5,"Q2",
868,1998/5/17 00:00:00,"Sunday","May",1998,17,23.00,5,"Q2",
869,1998/5/18 00:00:00,"Monday","May",1998,18,23.00,5,"Q2",
870,1998/5/19 00:00:00,"Tuesday","May",1998,19,23.00,5,"Q2",
871,1998/5/20 00:00:00,"Wednesday","May",1998,20,23.00,5,"Q2",
872,1998/5/21 00:00:00,"Thursday","May",1998,21,23.00,5,"Q2",
873,1998/5/22 00:00:00,"Friday","May",1998,22,23.00,5,"Q2",
874,1998/5/23 00:00:00,"Saturday","May",1998,23,23.00,5,"Q2",
875,1998/5/24 00:00:00,"Sunday","May",1998,24,24.00,5,"Q2",
876,1998/5/25 00:00:00,"Monday","May",1998,25,24.00,5,"Q2",
877,1998/5/26 00:00:00,"Tuesday","May",1998,26,24.00,5,"Q2",
878,1998/5/27 00:00:00,"Wednesday","May",1998,27,24.00,5,"Q2",
879,1998/5/28 00:00:00,"Thursday","May",1998,28,24.00,5,"Q2",
880,1998/5/29 00:00:00,"Friday","May",1998,29,24.00,5,"Q2",
881,1998/5/30 00:00:00,"Saturday","May",1998,30,24.00,5,"Q2",
882,1998/5/31 00:00:00,"Sunday","May",1998,31,25.00,5,"Q2",
883,1998/6/1 00:00:00,"Monday","June",1998,1,25.00,6,"Q2",
884,1998/6/2 00:00:00,"Tuesday","June",1998,2,25.00,6,"Q2",
885,1998/6/3 00:00:00,"Wednesday","June",1998,3,25.00,6,"Q2",
886,1998/6/4 00:00:00,"Thursday","June",1998,4,25.00,6,"Q2",
887,1998/6/5 00:00:00,"Friday","June",1998,5,25.00,6,"Q2",
888,1998/6/6 00:00:00,"Saturday","June",1998,6,25.00,6,"Q2",
889,1998/6/7 00:00:00,"Sunday","June",1998,7,26.00,6,"Q2",
890,1998/6/8 00:00:00,"Monday","June",1998,8,26.00,6,"Q2",
891,1998/6/9 00:00:00,"Tuesday","June",1998,9,26.00,6,"Q2",
892,1998/6/10 00:00:00,"Wednesday","June",1998,10,26.00,6,"Q2",
893,1998/6/11 00:00:00,"Thursday","June",1998,11,26.00,6,"Q2",
894,1998/6/12 00:00:00,"Friday","June",1998,12,26.00,6,"Q2",
895,1998/6/13 00:00:00,"Saturday","June",1998,13,26.00,6,"Q2",
896,1998/6/14 00:00:00,"Sunday","June",1998,14,27.00,6,"Q2",
897,1998/6/15 00:00:00,"Monday","June",1998,15,27.00,6,"Q2",
898,1998/6/16 00:00:00,"Tuesday","June",1998,16,27.00,6,"Q2",
899,1998/6/17 00:00:00,"Wednesday","June",1998,17,27.00,6,"Q2",
900,1998/6/18 00:00:00,"Thursday","June",1998,18,27.00,6,"Q2",
901,1998/6/19 00:00:00,"Friday","June",1998,19,27.00,6,"Q2",
902,1998/6/20 00:00:00,"Saturday","June",1998,20,27.00,6,"Q2",
903,1998/6/21 00:00:00,"Sunday","June",1998,21,28.00,6,"Q2",
904,1998/6/22 00:00:00,"Monday","June",1998,22,28.00,6,"Q2",
905,1998/6/23 00:00:00,"Tuesday","June",1998,23,28.00,6,"Q2",
906,1998/6/24 00:00:00,"Wednesday","June",1998,24,28.00,6,"Q2",
907,1998/6/25 00:00:00,"Thursday","June",1998,25,28.00,6,"Q2",
908,1998/6/26 00:00:00,"Friday","June",1998,26,28.00,6,"Q2",
909,1998/6/27 00:00:00,"Saturday","June",1998,27,28.00,6,"Q2",
910,1998/6/28 00:00:00,"Sunday","June",1998,28,29.00,6,"Q2",
911,1998/6/29 00:00:00,"Monday","June",1998,29,29.00,6,"Q2",
912,1998/6/30 00:00:00,"Tuesday","June",1998,30,29.00,6,"Q2",
913,1998/7/1 00:00:00,"Wednesday","July",1998,1,29.00,7,"Q3",
914,1998/7/2 00:00:00,"Thursday","July",1998,2,29.00,7,"Q3",
915,1998/7/3 00:00:00,"Friday","July",1998,3,29.00,7,"Q3",
916,1998/7/4 00:00:00,"Saturday","July",1998,4,29.00,7,"Q3",
917,1998/7/5 00:00:00,"Sunday","July",1998,5,30.00,7,"Q3",
918,1998/7/6 00:00:00,"Monday","July",1998,6,30.00,7,"Q3",
919,1998/7/7 00:00:00,"Tuesday","July",1998,7,30.00,7,"Q3",
920,1998/7/8 00:00:00,"Wednesday","July",1998,8,30.00,7,"Q3",
921,1998/7/9 00:00:00,"Thursday","July",1998,9,30.00,7,"Q3",
922,1998/7/10 00:00:00,"Friday","July",1998,10,30.00,7,"Q3",
923,1998/7/11 00:00:00,"Saturday","July",1998,11,30.00,7,"Q3",
924,1998/7/12 00:00:00,"Sunday","July",1998,12,31.00,7,"Q3",
925,1998/7/13 00:00:00,"Monday","July",1998,13,31.00,7,"Q3",
926,1998/7/14 00:00:00,"Tuesday","July",1998,14,31.00,7,"Q3",
927,1998/7/15 00:00:00,"Wednesday","July",1998,15,31.00,7,"Q3",
928,1998/7/16 00:00:00,"Thursday","July",1998,16,31.00,7,"Q3",
929,1998/7/17 00:00:00,"Friday","July",1998,17,31.00,7,"Q3",
930,1998/7/18 00:00:00,"Saturday","July",1998,18,31.00,7,"Q3",
931,1998/7/19 00:00:00,"Sunday","July",1998,19,32.00,7,"Q3",
932,1998/7/20 00:00:00,"Monday","July",1998,20,32.00,7,"Q3",
933,1998/7/21 00:00:00,"Tuesday","July",1998,21,32.00,7,"Q3",
934,1998/7/22 00:00:00,"Wednesday","July",1998,22,32.00,7,"Q3",
935,1998/7/23 00:00:00,"Thursday","July",1998,23,32.00,7,"Q3",
936,1998/7/24 00:00:00,"Friday","July",1998,24,32.00,7,"Q3",
937,1998/7/25 00:00:00,"Saturday","July",1998,25,32.00,7,"Q3",
938,1998/7/26 00:00:00,"Sunday","July",1998,26,33.00,7,"Q3",
939,1998/7/27 00:00:00,"Monday","July",1998,27,33.00,7,"Q3",
940,1998/7/28 00:00:00,"Tuesday","July",1998,28,33.00,7,"Q3",
941,1998/7/29 00:00:00,"Wednesday","July",1998,29,33.00,7,"Q3",
942,1998/7/30 00:00:00,"Thursday","July",1998,30,33.00,7,"Q3",
943,1998/7/31 00:00:00,"Friday","July",1998,31,33.00,7,"Q3",
944,1998/8/1 00:00:00,"Saturday","August",1998,1,33.00,8,"Q3",
945,1998/8/2 00:00:00,"Sunday","August",1998,2,34.00,8,"Q3",
946,1998/8/3 00:00:00,"Monday","August",1998,3,34.00,8,"Q3",
947,1998/8/4 00:00:00,"Tuesday","August",1998,4,34.00,8,"Q3",
948,1998/8/5 00:00:00,"Wednesday","August",1998,5,34.00,8,"Q3",
949,1998/8/6 00:00:00,"Thursday","August",1998,6,34.00,8,"Q3",
950,1998/8/7 00:00:00,"Friday","August",1998,7,34.00,8,"Q3",
951,1998/8/8 00:00:00,"Saturday","August",1998,8,34.00,8,"Q3",
952,1998/8/9 00:00:00,"Sunday","August",1998,9,35.00,8,"Q3",
953,1998/8/10 00:00:00,"Monday","August",1998,10,35.00,8,"Q3",
954,1998/8/11 00:00:00,"Tuesday","August",1998,11,35.00,8,"Q3",
955,1998/8/12 00:00:00,"Wednesday","August",1998,12,35.00,8,"Q3",
956,1998/8/13 00:00:00,"Thursday","August",1998,13,35.00,8,"Q3",
957,1998/8/14 00:00:00,"Friday","August",1998,14,35.00,8,"Q3",
958,1998/8/15 00:00:00,"Saturday","August",1998,15,35.00,8,"Q3",
959,1998/8/16 00:00:00,"Sunday","August",1998,16,36.00,8,"Q3",
960,1998/8/17 00:00:00,"Monday","August",1998,17,36.00,8,"Q3",
961,1998/8/18 00:00:00,"Tuesday","August",1998,18,36.00,8,"Q3",
962,1998/8/19 00:00:00,"Wednesday","August",1998,19,36.00,8,"Q3",
963,1998/8/20 00:00:00,"Thursday","August",1998,20,36.00,8,"Q3",
964,1998/8/21 00:00:00,"Friday","August",1998,21,36.00,8,"Q3",
965,1998/8/22 00:00:00,"Saturday","August",1998,22,36.00,8,"Q3",
966,1998/8/23 00:00:00,"Sunday","August",1998,23,37.00,8,"Q3",
967,1998/8/24 00:00:00,"Monday","August",1998,24,37.00,8,"Q3",
968,1998/8/25 00:00:00,"Tuesday","August",1998,25,37.00,8,"Q3",
969,1998/8/26 00:00:00,"Wednesday","August",1998,26,37.00,8,"Q3",
970,1998/8/27 00:00:00,"Thursday","August",1998,27,37.00,8,"Q3",
971,1998/8/28 00:00:00,"Friday","August",1998,28,37.00,8,"Q3",
972,1998/8/29 00:00:00,"Saturday","August",1998,29,37.00,8,"Q3",
973,1998/8/30 00:00:00,"Sunday","August",1998,30,38.00,8,"Q3",
974,1998/8/31 00:00:00,"Monday","August",1998,31,38.00,8,"Q3",
975,1998/9/1 00:00:00,"Tuesday","September",1998,1,38.00,9,"Q3",
976,1998/9/2 00:00:00,"Wednesday","September",1998,2,38.00,9,"Q3",
977,1998/9/3 00:00:00,"Thursday","September",1998,3,38.00,9,"Q3",
978,1998/9/4 00:00:00,"Friday","September",1998,4,38.00,9,"Q3",
979,1998/9/5 00:00:00,"Saturday","September",1998,5,38.00,9,"Q3",
980,1998/9/6 00:00:00,"Sunday","September",1998,6,39.00,9,"Q3",
981,1998/9/7 00:00:00,"Monday","September",1998,7,39.00,9,"Q3",
982,1998/9/8 00:00:00,"Tuesday","September",1998,8,39.00,9,"Q3",
983,1998/9/9 00:00:00,"Wednesday","September",1998,9,39.00,9,"Q3",
984,1998/9/10 00:00:00,"Thursday","September",1998,10,39.00,9,"Q3",
985,1998/9/11 00:00:00,"Friday","September",1998,11,39.00,9,"Q3",
986,1998/9/12 00:00:00,"Saturday","September",1998,12,39.00,9,"Q3",
987,1998/9/13 00:00:00,"Sunday","September",1998,13,40.00,9,"Q3",
988,1998/9/14 00:00:00,"Monday","September",1998,14,40.00,9,"Q3",
989,1998/9/15 00:00:00,"Tuesday","September",1998,15,40.00,9,"Q3",
990,1998/9/16 00:00:00,"Wednesday","September",1998,16,40.00,9,"Q3",
991,1998/9/17 00:00:00,"Thursday","September",1998,17,40.00,9,"Q3",
992,1998/9/18 00:00:00,"Friday","September",1998,18,40.00,9,"Q3",
993,1998/9/19 00:00:00,"Saturday","September",1998,19,40.00,9,"Q3",
994,1998/9/20 00:00:00,"Sunday","September",1998,20,41.00,9,"Q3",
995,1998/9/21 00:00:00,"Monday","September",1998,21,41.00,9,"Q3",
996,1998/9/22 00:00:00,"Tuesday","September",1998,22,41.00,9,"Q3",
997,1998/9/23 00:00:00,"Wednesday","September",1998,23,41.00,9,"Q3",
998,1998/9/24 00:00:00,"Thursday","September",1998,24,41.00,9,"Q3",
999,1998/9/25 00:00:00,"Friday","September",1998,25,41.00,9,"Q3",
1000,1998/9/26 00:00:00,"Saturday","September",1998,26,41.00,9,"Q3",
1001,1998/9/27 00:00:00,"Sunday","September",1998,27,42.00,9,"Q3",
1002,1998/9/28 00:00:00,"Monday","September",1998,28,42.00,9,"Q3",
1003,1998/9/29 00:00:00,"Tuesday","September",1998,29,42.00,9,"Q3",
1004,1998/9/30 00:00:00,"Wednesday","September",1998,30,42.00,9,"Q3",
1005,1998/10/1 00:00:00,"Thursday","October",1998,1,42.00,10,"Q4",
1006,1998/10/2 00:00:00,"Friday","October",1998,2,42.00,10,"Q4",
1007,1998/10/3 00:00:00,"Saturday","October",1998,3,42.00,10,"Q4",
1008,1998/10/4 00:00:00,"Sunday","October",1998,4,43.00,10,"Q4",
1009,1998/10/5 00:00:00,"Monday","October",1998,5,43.00,10,"Q4",
1010,1998/10/6 00:00:00,"Tuesday","October",1998,6,43.00,10,"Q4",
1011,1998/10/7 00:00:00,"Wednesday","October",1998,7,43.00,10,"Q4",
1012,1998/10/8 00:00:00,"Thursday","October",1998,8,43.00,10,"Q4",
1013,1998/10/9 00:00:00,"Friday","October",1998,9,43.00,10,"Q4",
1014,1998/10/10 00:00:00,"Saturday","October",1998,10,43.00,10,"Q4",
1015,1998/10/11 00:00:00,"Sunday","October",1998,11,44.00,10,"Q4",
1016,1998/10/12 00:00:00,"Monday","October",1998,12,44.00,10,"Q4",
1017,1998/10/13 00:00:00,"Tuesday","October",1998,13,44.00,10,"Q4",
1018,1998/10/14 00:00:00,"Wednesday","October",1998,14,44.00,10,"Q4",
1019,1998/10/15 00:00:00,"Thursday","October",1998,15,44.00,10,"Q4",
1020,1998/10/16 00:00:00,"Friday","October",1998,16,44.00,10,"Q4",
1021,1998/10/17 00:00:00,"Saturday","October",1998,17,44.00,10,"Q4",
1022,1998/10/18 00:00:00,"Sunday","October",1998,18,45.00,10,"Q4",
1023,1998/10/19 00:00:00,"Monday","October",1998,19,45.00,10,"Q4",
1024,1998/10/20 00:00:00,"Tuesday","October",1998,20,45.00,10,"Q4",
1025,1998/10/21 00:00:00,"Wednesday","October",1998,21,45.00,10,"Q4",
1026,1998/10/22 00:00:00,"Thursday","October",1998,22,45.00,10,"Q4",
1027,1998/10/23 00:00:00,"Friday","October",1998,23,45.00,10,"Q4",
1028,1998/10/24 00:00:00,"Saturday","October",1998,24,45.00,10,"Q4",
1029,1998/10/25 00:00:00,"Sunday","October",1998,25,46.00,10,"Q4",
1030,1998/10/26 00:00:00,"Monday","October",1998,26,46.00,10,"Q4",
1031,1998/10/27 00:00:00,"Tuesday","October",1998,27,46.00,10,"Q4",
1032,1998/10/28 00:00:00,"Wednesday","October",1998,28,46.00,10,"Q4",
1033,1998/10/29 00:00:00,"Thursday","October",1998,29,46.00,10,"Q4",
1034,1998/10/30 00:00:00,"Friday","October",1998,30,46.00,10,"Q4",
1035,1998/10/31 00:00:00,"Saturday","October",1998,31,46.00,10,"Q4",
1036,1998/11/1 00:00:00,"Sunday","November",1998,1,47.00,11,"Q4",
1037,1998/11/2 00:00:00,"Monday","November",1998,2,47.00,11,"Q4",
1038,1998/11/3 00:00:00,"Tuesday","November",1998,3,47.00,11,"Q4",
1039,1998/11/4 00:00:00,"Wednesday","November",1998,4,47.00,11,"Q4",
1040,1998/11/5 00:00:00,"Thursday","November",1998,5,47.00,11,"Q4",
1041,1998/11/6 00:00:00,"Friday","November",1998,6,47.00,11,"Q4",
1042,1998/11/7 00:00:00,"Saturday","November",1998,7,47.00,11,"Q4",
1043,1998/11/8 00:00:00,"Sunday","November",1998,8,48.00,11,"Q4",
1044,1998/11/9 00:00:00,"Monday","November",1998,9,48.00,11,"Q4",
1045,1998/11/10 00:00:00,"Tuesday","November",1998,10,48.00,11,"Q4",
1046,1998/11/11 00:00:00,"Wednesday","November",1998,11,48.00,11,"Q4",
1047,1998/11/12 00:00:00,"Thursday","November",1998,12,48.00,11,"Q4",
1048,1998/11/13 00:00:00,"Friday","November",1998,13,48.00,11,"Q4",
1049,1998/11/14 00:00:00,"Saturday","November",1998,14,48.00,11,"Q4",
1050,1998/11/15 00:00:00,"Sunday","November",1998,15,49.00,11,"Q4",
1051,1998/11/16 00:00:00,"Monday","November",1998,16,49.00,11,"Q4",
1052,1998/11/17 00:00:00,"Tuesday","November",1998,17,49.00,11,"Q4",
1053,1998/11/18 00:00:00,"Wednesday","November",1998,18,49.00,11,"Q4",
1054,1998/11/19 00:00:00,"Thursday","November",1998,19,49.00,11,"Q4",
1055,1998/11/20 00:00:00,"Friday","November",1998,20,49.00,11,"Q4",
1056,1998/11/21 00:00:00,"Saturday","November",1998,21,49.00,11,"Q4",
1057,1998/11/22 00:00:00,"Sunday","November",1998,22,50.00,11,"Q4",
1058,1998/11/23 00:00:00,"Monday","November",1998,23,50.00,11,"Q4",
1059,1998/11/24 00:00:00,"Tuesday","November",1998,24,50.00,11,"Q4",
1060,1998/11/25 00:00:00,"Wednesday","November",1998,25,50.00,11,"Q4",
