"product_class_id","product_id","brand_name","product_name","SKU","SRP","gross_weight","net_weight","recyclable_package","low_fat","units_per_case","cases_per_pallet","shelf_width","shelf_height","shelf_depth"
2,216,"Tip Top","Tip Top Scallops",83776288628.00,NT$3.60,21.30,20.20,1,1,22,7,18.30,18.30,6.31
45,217,"Best Choice","Best Choice Low Fat Cookies",19498726725.00,NT$0.68,16.00,14.00,1,0,21,13,14.40,10.50,22.30
12,218,"Best Choice","Best Choice BBQ Potato Chips",82217710614.00,NT$3.44,16.20,14.20,0,0,13,6,19.80,12.00,4.03
12,219,"Best Choice","Best Choice Corn Chips",11080045104.00,NT$2.52,20.60,18.60,1,1,15,12,22.40,14.80,7.04
12,220,"Best Choice","Best Choice Low Fat BBQ Chips",19134665131.00,NT$2.55,12.20,10.10,0,1,7,7,12.50,17.80,6.56
45,221,"Best Choice","Best Choice Sugar Cookies",97234765887.00,NT$3.66,15.20,13.10,0,0,36,14,8.60,10.50,20.00
45,222,"Best Choice","Best Choice Chocolate Chip Cookies",74527152180.00,NT$3.95,15.00,12.00,0,1,29,9,19.90,16.30,21.90
45,223,"Best Choice","Best Choice Fudge Cookies",97962889075.00,NT$3.19,20.30,19.20,1,0,36,6,7.02,12.50,4.67
45,224,"Best Choice","Best Choice Fudge Brownies",33276000618.00,NT$1.73,8.24,6.23,0,0,32,7,10.60,14.20,10.20
12,225,"Best Choice","Best Choice Potato Chips",25949503779.00,NT$3.89,19.80,16.70,0,0,7,5,11.50,17.50,15.90
45,226,"Best Choice","Best Choice Lemon Cookies",31717422604.00,NT$0.76,10.40,7.39,1,1,22,13,18.10,11.60,10.70
45,227,"Best Choice","Best Choice Graham Crackers",83628692030.00,NT$1.98,15.70,14.60,0,1,12,9,5.65,5.62,3.49
82,228,"Best Choice","Best Choice Cheese Crackers",58634377121.00,NT$0.82,8.71,6.71,0,1,11,14,22.60,7.63,7.58
54,229,"Best Choice","Best Choice Buttered Popcorn",79783412814.00,NT$2.23,13.60,10.60,0,0,33,10,7.48,7.12,20.40
54,230,"Best Choice","Best Choice No Salt Popcorn",24026864171.00,NT$1.19,14.70,12.60,1,1,21,12,5.64,11.90,6.97
54,231,"Best Choice","Best Choice Low Fat Popcorn",14413666129.00,NT$2.65,10.00,8.00,0,0,30,11,22.80,7.41,22.80
83,232,"Best Choice","Best Choice Salsa Dip",17894883751.00,NT$2.63,16.10,15.10,0,0,16,9,17.40,3.75,22.60
83,233,"Best Choice","Best Choice Avocado Dip",98498150706.00,NT$2.46,18.60,16.60,1,0,1,9,12.40,21.90,11.20
46,234,"Best Choice","Best Choice Salted Pretzels",71217134594.00,NT$2.70,14.40,12.30,0,1,17,5,22.10,17.50,9.50
83,235,"Best Choice","Best Choice Cheese Dip",90079469084.00,NT$3.55,11.50,8.50,0,0,35,10,7.91,22.00,14.70
83,236,"Best Choice","Best Choice Fondue Mix",98134089112.00,NT$1.81,10.80,8.80,0,1,7,13,17.00,11.10,6.88
84,237,"Best Choice","Best Choice Mini Donuts",86234189867.00,NT$2.68,21.60,19.60,1,1,23,14,12.00,9.93,12.80
17,238,"Best Choice","Best Choice Beef Jerky",63526576161.00,NT$1.97,8.17,5.17,0,1,32,8,17.00,13.70,3.98
84,239,"Best Choice","Best Choice Chocolate Donuts",86962313055.00,NT$2.21,16.50,14.50,1,1,5,14,22.70,17.90,10.70
12,240,"Best Choice","Best Choice Low Fat Chips",33492465615.00,NT$0.86,7.13,6.13,0,1,33,12,5.62,5.04,10.90
82,241,"Best Choice","Best Choice Sesame Crackers",50068098902.00,NT$2.91,21.50,20.50,1,0,24,9,20.20,6.32,5.83
45,242,"Best Choice","Best Choice Frosted Cookies",20716846585.00,NT$2.59,9.51,7.51,0,1,23,8,10.10,20.10,11.40
109,243,"Best Choice","Best Choice Dried Apples",72628116011.00,NT$2.11,6.60,3.59,1,1,6,11,16.60,20.20,16.70
109,244,"Best Choice","Best Choice Apple Fruit Roll",47633801102.00,NT$2.70,7.29,4.28,1,1,22,5,12.50,8.36,13.40
109,245,"Best Choice","Best Choice Strawberry Fruit Roll",68782836794.00,NT$1.49,9.90,6.89,0,0,19,6,5.81,17.60,12.00
109,246,"Best Choice","Best Choice Raspberry Fruit Roll",13026288151.00,NT$3.21,18.80,17.70,1,0,22,7,22.90,8.59,11.10
109,247,"Best Choice","Best Choice Grape Fruit Roll",93413090109.00,NT$1.78,13.00,10.00,0,0,17,9,8.47,14.10,12.10
109,248,"Best Choice","Best Choice Dried Dates",72992177605.00,NT$0.86,14.70,12.60,1,1,26,10,7.37,4.48,8.54
109,249,"Best Choice","Best Choice Raisins",32616745829.00,NT$1.59,20.00,18.00,0,0,28,9,16.10,20.60,6.27
109,250,"Best Choice","Best Choice Golden Raisins",95335729718.00,NT$2.59,13.40,12.30,0,0,18,9,14.20,6.05,10.20
109,251,"Best Choice","Best Choice Dried Apricots",78815221190.00,NT$2.44,18.60,16.60,0,0,14,12,3.88,6.70,22.90
84,252,"Best Choice","Best Choice Frosted Donuts",20771971344.00,NT$2.71,20.70,17.70,0,0,2,6,6.65,13.70,4.18
36,253,"Choice","Choice Tasty Candy Bar",74969941973.00,NT$0.89,18.20,15.20,0,1,34,14,15.30,10.50,19.30
36,254,"Choice","Choice Mint Chocolate Bar",76164458394.00,NT$0.56,11.60,8.60,0,1,33,7,6.13,19.30,8.18
36,255,"Choice","Choice Malted Milk Balls",99600195288.00,NT$0.64,8.65,6.64,0,1,34,6,13.60,12.70,3.48
36,256,"Choice","Choice Semi-Sweet Chocolate Bar",46130347847.00,NT$2.65,21.70,20.70,1,0,28,14,10.00,18.30,11.20
37,257,"Choice","Choice Bubble Gum",62705981135.00,NT$0.53,6.89,5.88,0,1,5,5,18.20,17.60,15.30
38,258,"Choice","Choice Spicy Mints",68473899960.00,NT$1.72,18.60,16.60,1,0,27,7,7.26,17.50,13.50
38,259,"Choice","Choice Mints",61363868117.00,NT$1.90,18.40,17.30,1,0,20,14,7.38,15.60,7.96
36,260,"Choice","Choice White Chocolate Bar",36369553208.00,NT$1.84,21.90,18.80,0,0,16,7,17.00,21.60,13.70
5,261,"Medalist","Medalist Ravioli",57518588900.00,NT$3.38,17.50,14.50,1,0,5,6,9.16,17.20,4.39
5,262,"Medalist","Medalist Manicotti",91762040257.00,NT$1.34,21.00,20.00,1,0,31,9,17.40,21.10,5.19
5,263,"Medalist","Medalist Spaghetti",82148842215.00,NT$3.80,13.90,11.80,1,0,1,7,4.53,17.50,6.78
57,264,"Medalist","Medalist Thai Rice",61727929711.00,NT$2.78,18.70,16.70,1,1,24,6,22.00,15.90,7.16
57,265,"Medalist","Medalist Rice Medly",21352497935.00,NT$3.61,10.70,9.69,1,1,6,13,4.52,10.10,14.00
43,266,"Good","Good Imported Beer",84071481823.00,NT$1.62,6.89,5.88,0,0,13,12,16.20,13.40,7.12
44,267,"Good","Good Light Wine",79031686186.00,NT$0.83,6.98,4.98,0,0,24,5,14.60,13.40,12.10
44,268,"Good","Good Chardonnay Wine",99771395325.00,NT$1.73,9.26,7.26,0,0,20,13,6.06,14.70,11.40
44,269,"Good","Good Chablis Wine",63969365954.00,NT$2.84,10.50,8.50,0,0,12,13,9.88,22.30,21.40
44,270,"Good","Good Merlot Wine",65163882374.00,NT$2.24,9.71,6.71,1,0,35,13,4.16,6.70,16.60
44,271,"Good","Good Chardonnay",88599619269.00,NT$2.37,12.00,9.00,1,0,31,12,15.60,7.97,15.90
44,272,"Good","Good White Zinfandel Wine",35129771828.00,NT$3.91,7.07,6.07,1,0,2,10,8.64,19.80,17.50
43,273,"Good","Good Light Beer",51705405116.00,NT$2.18,9.35,6.35,0,0,33,8,20.00,21.10,16.80
27,274,"Great","Great Pumpernickel Bread",57473323941.00,NT$3.74,8.50,7.50,0,1,21,9,14.30,5.48,12.10
27,275,"Great","Great White Bread",19384593367.00,NT$3.27,17.40,14.30,1,0,35,11,12.60,14.20,18.50
27,276,"Great","Great Rye Bread",84390278458.00,NT$3.86,6.20,5.19,1,1,11,8,9.13,19.20,8.96
26,277,"Great","Great English Muffins",68952094912.00,NT$2.41,11.50,9.50,0,1,24,6,16.70,22.10,16.60
26,278,"Great","Great Cranberry Muffins",13195546269.00,NT$3.36,8.55,5.55,1,1,2,7,14.40,9.99,9.49
26,279,"Great","Great Muffins",93582348227.00,NT$2.82,6.44,5.44,0,1,18,5,7.53,10.10,14.50
25,280,"Great","Great Bagels",73161435723.00,NT$1.81,6.29,3.28,0,0,34,7,17.50,13.70,11.40
26,281,"Great","Great Blueberry Muffins",32786003947.00,NT$2.63,10.10,8.10,1,1,28,6,19.40,10.90,4.61
27,282,"Great","Great Wheat Bread",95504987835.00,NT$0.93,13.60,11.60,1,0,30,7,7.43,17.00,15.40
49,283,"Super","Super Sesame Oil",90465192198.00,NT$2.73,17.50,14.50,1,1,3,13,21.10,13.10,18.40
53,284,"Super","Super Chunky Peanut Butter",32421942353.00,NT$0.99,7.71,5.71,0,1,22,9,4.45,17.20,13.40
51,285,"Super","Super Hot Chocolate",86619912981.00,NT$1.86,9.85,7.85,0,1,28,7,15.60,18.70,17.10
50,286,"Super","Super Brown Sugar",63912299275.00,NT$1.42,8.25,7.25,1,0,35,9,20.10,5.57,14.50
50,287,"Super","Super White Sugar",10033125281.00,NT$1.56,11.70,10.60,1,1,21,5,18.30,14.90,17.80
90,288,"Super","Super French Roast Coffee",46563277840.00,NT$2.86,18.90,16.80,0,0,33,8,4.62,21.20,12.40
90,289,"Super","Super Decaf Coffee",39236781001.00,NT$1.37,7.96,5.96,0,0,16,10,9.75,20.50,20.80
90,290,"Super","Super Regular Coffee",45004699826.00,NT$1.70,6.09,3.09,1,0,14,5,12.30,14.90,21.30
49,291,"Super","Super Vegetable Oil",30818099379.00,NT$2.22,9.24,7.23,0,0,32,11,9.32,22.90,10.30
49,292,"Super","Super Corn Oil",95823784470.00,NT$1.81,7.64,5.63,0,1,23,8,3.90,4.20,5.24
48,293,"Super","Super Tomato Sauce",26972820162.00,NT$1.60,10.60,8.60,0,0,5,9,9.82,22.40,21.10
49,294,"Super","Super Canola Oil",37314141392.00,NT$1.32,10.90,7.89,0,1,30,10,13.40,19.40,10.40
33,295,"Super","Super Grape Preserves",27700943350.00,NT$3.12,9.40,8.39,1,1,21,13,16.20,6.24,12.80
90,296,"Super","Super Columbian Coffee",62951875329.00,NT$0.50,11.00,8.00,1,0,36,7,5.45,19.90,21.70
31,297,"Super","Super Strawberry Jelly",22576443552.00,NT$0.90,17.40,14.30,0,1,26,8,17.40,18.10,14.70
4,298,"Super","Super Pepper",61393297314.00,NT$2.83,17.70,15.70,0,1,34,11,19.30,9.38,8.49
33,299,"Super","Super Low Fat Apple Butter",80255631804.00,NT$1.68,16.60,14.60,0,0,27,12,15.00,14.00,3.22
4,300,"Super","Super Salt",22212381958.00,NT$2.94,16.80,14.70,1,0,5,8,8.62,16.50,15.00
33,301,"Super","Super Apple Butter",76410352587.00,NT$0.53,10.80,8.80,0,1,22,13,18.40,6.37,21.30
4,302,"Super","Super Oregano",53702738881.00,NT$3.45,13.70,11.60,1,0,26,7,5.84,15.70,17.20
31,303,"Super","Super Apple Jelly",11040605902.00,NT$2.58,13.60,11.60,1,1,32,8,5.96,13.70,11.70
32,304,"Super","Super Grape Jam",47570758461.00,NT$1.89,10.10,8.10,1,0,24,10,22.10,20.40,14.60
32,305,"Super","Super Apple Jam",29027220606.00,NT$3.39,6.72,5.71,0,1,4,10,7.47,17.20,20.10
32,306,"Super","Super Strawberry Jam",34795139431.00,NT$3.96,16.50,14.50,0,1,29,13,21.00,9.34,3.80
53,307,"Super","Super Creamy Peanut Butter",20608538985.00,NT$1.48,18.20,15.20,0,1,9,10,9.67,16.30,7.67
33,308,"Super","Super Strawberry Preserves",61712093949.00,NT$2.18,8.82,7.81,0,1,24,10,15.30,6.02,7.47
53,309,"Super","Super Extra Chunky Peanut Butter",16763259768.00,NT$3.62,18.70,17.70,1,1,6,13,5.92,11.40,13.70
33,310,"Super","Super Apple Preserves",27104580998.00,NT$0.76,10.80,8.80,1,1,29,11,16.40,22.20,13.10
31,311,"Super","Super Grape Jelly",17491382956.00,NT$2.15,9.67,8.67,0,0,5,9,13.20,20.20,17.80
30,312,"Excellent","Excellent Berry Juice",20972600579.00,NT$2.13,12.60,10.60,1,0,2,12,12.40,8.55,3.71
52,313,"Excellent","Excellent Mango Drink",11575867533.00,NT$2.85,7.12,5.11,0,1,16,12,4.89,3.73,10.40
52,314,"Excellent","Excellent Strawberry Drink",50392721295.00,NT$1.85,9.26,7.26,0,1,22,10,16.00,5.25,14.10
19,315,"Excellent","Excellent Cream Soda",69255055785.00,NT$0.96,15.50,14.50,0,0,29,12,18.00,7.06,4.09
19,316,"Excellent","Excellent Diet Soda",77309675812.00,NT$1.31,7.28,5.28,1,0,22,9,16.80,4.27,21.60
19,317,"Excellent","Excellent Cola",65409776568.00,NT$2.18,13.10,11.10,1,0,22,14,7.56,10.20,19.80
19,318,"Excellent","Excellent Diet Cola",42702162861.00,NT$2.47,17.80,16.70,1,0,8,12,9.17,10.50,13.30
30,319,"Excellent","Excellent Orange Juice",90040029883.00,NT$1.60,9.58,7.57,0,0,6,12,7.97,7.76,10.90
30,320,"Excellent","Excellent Cranberry Juice",36570182442.00,NT$3.26,16.40,14.30,0,0,14,12,13.60,3.87,13.70
30,321,"Excellent","Excellent Apple Juice",29243685603.00,NT$2.41,13.20,12.10,1,0,13,13,17.70,9.20,14.70
52,322,"Excellent","Excellent Apple Drink",35011604428.00,NT$2.98,12.80,10.80,0,0,28,8,14.00,21.30,4.84
35,323,"Best","Best Oatmeal",75705832839.00,NT$3.50,15.40,12.30,0,1,19,6,7.44,19.60,18.40
35,324,"Best","Best Corn Puffs",50711517930.00,NT$1.97,7.43,5.42,0,0,13,9,19.90,8.22,22.80
35,325,"Best","Best Wheat Puffs",71860553622.00,NT$1.51,19.10,18.10,1,0,29,7,19.30,20.40,8.52
35,326,"Best","Best Grits",16104004979.00,NT$2.47,8.87,6.86,1,0,5,11,20.40,7.75,13.60
62,327,"Better","Better Canned Beets",96490806937.00,NT$0.60,8.60,7.60,0,1,26,10,18.50,18.80,8.49
62,328,"Better","Better Creamed Corn",99972024559.00,NT$1.26,11.60,10.60,1,0,26,9,4.60,5.99,19.40
62,329,"Better","Better Canned String Beans",59596592783.00,NT$1.74,10.90,8.89,1,1,22,8,3.61,20.60,14.00
58,330,"Better","Better Chicken Soup",98413446545.00,NT$3.98,7.47,5.46,0,0,8,7,19.90,16.20,11.90
62,331,"Better","Better Canned Yams",57990807890.00,NT$2.83,15.90,13.80,0,0,22,14,3.51,13.70,18.70
58,332,"Better","Better Vegetable Soup",66045427918.00,NT$2.21,9.36,7.35,0,0,25,8,22.80,21.30,7.64
62,333,"Better","Better Canned Tomatos",54145528674.00,NT$1.32,17.90,16.80,0,1,33,14,5.86,12.20,9.37
58,334,"Better","Better Noodle Soup",31437914967.00,NT$0.78,9.00,8.00,1,0,26,7,13.70,18.50,19.00
58,335,"Better","Better Regular Ramen Soup",78775781989.00,NT$3.74,8.73,6.72,1,0,17,13,6.99,17.70,8.37
58,336,"Better","Better Chicken Noodle Soup",25305934548.00,NT$1.15,13.10,11.10,1,0,2,10,19.90,3.92,3.89
58,337,"Better","Better Turkey Noodle Soup",17979437708.00,NT$0.75,8.34,7.34,1,1,9,10,18.40,21.60,4.76
58,338,"Better","Better Beef Soup",23747356534.00,NT$0.57,16.90,14.80,1,0,6,10,11.30,18.00,8.98
62,339,"Better","Better Canned Peas",75658625960.00,NT$1.40,21.30,19.20,1,1,31,9,14.30,18.60,22.00
58,340,"Better","Better Chicken Ramen Soup",50664311051.00,NT$0.63,16.00,13.00,1,1,6,12,20.50,5.21,15.50
93,341,"Better","Better Canned Tuna in Water",60596305727.00,NT$2.77,21.70,19.70,0,0,19,6,22.90,19.20,3.00
93,342,"Better","Better Canned Tuna in Oil",94839757084.00,NT$1.50,14.20,13.10,1,1,26,11,17.70,4.60,17.20
94,343,"Better","Better Large Canned Shrimp",85226559042.00,NT$2.30,8.55,6.55,0,0,29,10,10.50,6.70,13.30
95,344,"Better","Better Fancy Canned Anchovies",88707776665.00,NT$2.28,10.50,7.50,1,1,24,5,14.00,9.34,14.60
96,345,"Better","Better Fancy Canned Clams",24430214762.00,NT$2.11,17.60,16.60,1,1,36,12,12.00,10.10,21.70
97,346,"Better","Better Fancy Canned Oysters",87149198651.00,NT$2.12,15.60,12.60,0,0,30,8,12.90,18.00,4.30
98,347,"Better","Better Fancy Canned Sardines",16011533141.00,NT$1.20,11.80,8.80,0,1,7,12,14.20,9.13,9.88
58,348,"Better","Better Rice Soup",24066153168.00,NT$1.23,7.98,5.98,1,0,25,5,7.29,14.60,7.97
3,349,"Swell","Swell Canned Mixed Fruit",65579034686.00,NT$2.34,8.62,7.61,0,1,3,7,5.14,16.20,12.00
3,350,"Swell","Swell Canned Peaches",42871420979.00,NT$1.63,15.30,12.30,1,0,12,8,9.54,3.60,6.82
89,351,"ADJ","ADJ Rosy Sunglasses",66307157874.00,NT$2.76,19.60,18.60,1,0,26,8,13.60,17.50,9.84
103,352,"Black Tie","Black Tie Eyeglass Screwdriver",36739440560.00,NT$0.67,10.60,8.60,0,0,8,7,6.19,12.40,17.60
102,353,"Black Tie","Black Tie City Map",29412943720.00,NT$1.57,8.78,7.77,1,0,1,14,17.10,16.70,3.26
15,354,"Carlson","Carlson Low Fat Cottage Cheese",35180862545.00,NT$2.25,9.77,8.77,0,0,8,5,20.20,7.92,17.90
14,355,"Carlson","Carlson Low Fat Sour Cream",87092131972.00,NT$0.81,12.20,11.10,0,0,17,7,22.20,20.30,14.40
14,356,"Carlson","Carlson Sour Cream",62097817063.00,NT$2.36,8.79,5.78,1,0,33,6,7.61,17.00,19.90
11,357,"Carlson","Carlson Jack Cheese",83246852755.00,NT$1.80,12.20,9.19,1,1,17,6,15.90,20.80,20.70
11,358,"Carlson","Carlson Muenster Cheese",16273263096.00,NT$3.75,19.30,16.20,0,0,30,10,14.80,6.08,22.90
11,359,"Carlson","Carlson String Cheese",96660065054.00,NT$1.32,20.90,18.80,1,0,16,6,15.20,7.58,19.20
11,360,"Carlson","Carlson Low Fat String Cheese",10141282677.00,NT$1.31,9.80,6.80,1,1,20,10,20.40,4.85,22.10
11,361,"Carlson","Carlson Havarti Cheese",35863720774.00,NT$1.13,14.10,12.10,1,0,15,12,14.70,13.20,22.60
11,362,"Carlson","Carlson Head Cheese",98582704663.00,NT$3.97,10.80,9.80,0,0,26,9,18.30,9.91,13.10
11,363,"Carlson","Carlson Cheese Spread",27445039153.00,NT$1.82,8.71,6.71,1,1,22,13,12.20,10.10,15.50
11,364,"Carlson","Carlson Sharp Cheddar Cheese",35499659180.00,NT$2.20,17.10,15.10,0,0,7,10,17.10,9.87,7.25
11,365,"Carlson","Carlson Mild Cheddar Cheese",23599759936.00,NT$3.96,11.90,9.89,1,0,29,5,21.60,16.40,5.76
15,366,"Carlson","Carlson Large Curd Cottage Cheese",90892146229.00,NT$2.36,19.60,16.60,1,0,32,11,20.30,22.70,22.70
76,367,"Carlson","Carlson 2% Milk",55306581854.00,NT$3.49,11.60,9.60,1,0,27,5,12.90,11.40,7.15
76,368,"Carlson","Carlson Buttermilk",91836734414.00,NT$1.14,14.40,12.30,0,0,13,12,4.92,9.36,21.20
76,369,"Carlson","Carlson Chocolate Milk",18412367701.00,NT$2.30,19.40,17.30,0,0,31,13,10.00,8.60,9.71
76,370,"Carlson","Carlson 1% Milk",24180286526.00,NT$0.92,6.63,5.63,1,0,35,13,17.90,11.10,13.60
76,371,"Carlson","Carlson Whole Milk",76091555953.00,NT$0.66,9.78,7.77,1,0,13,5,14.90,19.10,22.60
6,372,"Carlson","Carlson Strawberry Yogurt",51097241044.00,NT$3.98,14.80,12.80,0,0,30,7,20.00,18.30,11.00
6,373,"Carlson","Carlson Blueberry Yogurt",72246276736.00,NT$2.76,11.90,10.80,1,1,19,13,6.33,9.54,21.30
81,374,"Moms","Moms Chicken Hot Dogs",16489728093.00,NT$1.49,11.30,10.30,1,0,32,6,13.70,18.60,18.40
91,375,"Moms","Moms Pimento Loaf",96876530051.00,NT$2.29,18.40,17.30,1,0,27,13,11.50,10.50,10.50
91,376,"Moms","Moms Beef Bologna",64974904656.00,NT$2.27,12.30,11.30,0,1,3,5,11.80,12.60,4.38
91,377,"Moms","Moms Low Fat Bologna",24599472880.00,NT$2.10,18.00,17.00,0,0,7,12,3.03,14.30,6.97
81,378,"Moms","Moms Turkey Hot Dogs",87318456768.00,NT$1.11,17.30,16.20,1,1,6,14,3.21,6.91,8.95
81,379,"Moms","Moms Foot-Long Hot Dogs",82278661131.00,NT$3.85,16.20,14.20,1,0,34,6,18.90,11.50,3.68
16,380,"Moms","Moms Low Fat Cole Slaw",24235411286.00,NT$1.22,21.40,19.30,1,1,6,7,17.70,22.10,18.90
16,381,"Moms","Moms Cole Slaw",78433381915.00,NT$2.33,10.30,8.30,1,1,23,12,22.20,3.90,21.70
77,382,"Moms","Moms Roasted Chicken",79627898335.00,NT$1.62,10.20,8.19,1,1,27,6,12.40,16.30,13.70
8,383,"Moms","Moms Corned Beef",13063635230.00,NT$2.75,13.20,11.10,1,1,33,7,9.78,11.30,12.10
8,384,"Moms","Moms Sliced Turkey",49593787789.00,NT$0.54,14.70,12.60,1,1,25,9,11.20,6.15,18.50
8,385,"Moms","Moms Sliced Ham",31050249934.00,NT$1.56,11.30,9.30,0,0,5,9,16.60,22.80,3.99
16,386,"Moms","Moms Potato Salad",36818168759.00,NT$2.23,16.90,13.80,1,1,15,10,14.40,9.91,19.50
8,387,"Moms","Moms Sliced Chicken",88729438185.00,NT$2.41,17.70,16.70,1,0,14,8,19.00,21.30,13.60
66,388,"Urban","Urban Small Brown Eggs",63735123276.00,NT$2.35,19.30,17.20,1,1,35,12,19.40,22.80,10.00
66,389,"Urban","Urban Large Brown Eggs",84884158968.00,NT$1.79,14.10,12.10,0,0,27,10,14.00,3.86,6.05
66,390,"Urban","Urban Small Eggs",29127610325.00,NT$3.74,10.30,8.30,1,0,34,9,5.77,7.19,19.10
66,391,"Urban","Urban Large Eggs",19514412283.00,NT$1.31,9.21,7.21,0,0,9,7,22.50,5.17,3.87
66,392,"Urban","Urban Egg Substitute",89093499779.00,NT$1.30,13.00,10.00,0,1,29,13,5.84,9.12,19.40
34,393,"Big Time","Big Time Low Fat Waffles",48718068003.00,NT$1.12,21.50,19.50,1,0,14,9,10.60,8.88,11.10
110,394,"Big Time","Big Time Orange Popsicles",76317880749.00,NT$3.13,10.40,7.39,1,0,13,12,5.83,11.70,16.50
100,395,"Big Time","Big Time Frozen Chicken Breast",71278085112.00,NT$2.22,8.30,6.30,1,0,30,6,18.90,11.80,21.50
29,396,"Big Time","Big Time Frozen Pancakes",13234835267.00,NT$3.24,16.30,14.20,1,0,25,10,11.40,20.40,5.92
63,397,"Big Time","Big Time Low Fat French Fries",67432805895.00,NT$1.35,12.00,9.00,0,0,5,7,10.80,12.60,11.60
64,398,"Big Time","Big Time Frozen Sausage Pizza",68627322316.00,NT$0.80,15.50,12.50,1,1,7,7,18.80,18.70,22.40
34,399,"Big Time","Big Time Blueberry Waffles",92063059210.00,NT$0.87,10.20,8.19,0,0,29,7,15.10,19.70,13.40
63,400,"Big Time","Big Time Fajita French Fries",38593211770.00,NT$1.43,9.57,8.56,1,0,34,10,15.80,18.90,20.40
34,401,"Big Time","Big Time Waffles",55168845057.00,NT$0.70,13.90,11.80,0,0,30,8,20.10,21.70,18.40
64,402,"Big Time","Big Time Frozen Pepperoni Pizza",60936763882.00,NT$1.13,9.16,7.15,1,1,8,5,7.49,11.60,11.80
64,403,"Big Time","Big Time Frozen Cheese Pizza",77728862166.00,NT$1.55,13.60,11.60,1,1,33,6,9.78,16.60,4.85
64,404,"Big Time","Big Time Frozen Mushroom Pizza",52734547257.00,NT$1.25,6.98,3.98,1,0,35,9,9.14,4.28,13.80
34,405,"Big Time","Big Time Apple Cinnamon Waffles",73883582949.00,NT$3.69,19.60,17.60,0,0,33,12,13.30,7.65,9.24
60,406,"Big Time","Big Time Frozen Carrots",18127034306.00,NT$1.64,20.70,18.70,0,0,1,8,22.80,4.74,20.60
10,407,"Big Time","Big Time Turkey TV Dinner",98513836264.00,NT$3.21,6.35,5.34,0,1,34,9,13.20,20.60,14.50
10,408,"Big Time","Big Time Chicken TV Dinner",78092923760.00,NT$2.20,15.70,14.60,1,1,19,6,11.50,14.90,13.40
10,409,"Big Time","Big Time Beef TV Dinner",37717491984.00,NT$3.91,10.90,8.89,1,1,15,11,10.00,12.60,14.30
28,410,"Big Time","Big Time Pancake Mix",10436475872.00,NT$1.26,19.80,18.70,0,1,8,7,7.90,19.10,13.40
110,411,"Big Time","Big Time Grape Popsicles",95396680235.00,NT$0.51,8.25,7.25,1,1,33,6,10.90,19.70,6.45
63,412,"Big Time","Big Time Home Style French Fries",91970587372.00,NT$1.38,18.90,15.80,1,1,14,12,17.10,6.28,19.90
110,413,"Big Time","Big Time Lime Popsicles",56168558001.00,NT$2.25,18.40,17.30,1,0,28,6,14.20,12.00,4.55
9,414,"Big Time","Big Time Ice Cream",33460944294.00,NT$2.77,19.90,16.80,1,1,3,12,12.00,19.90,16.30
9,415,"Big Time","Big Time Ice Cream Sandwich",80798811316.00,NT$2.91,17.40,16.30,1,1,6,10,21.90,18.90,16.50
60,416,"Big Time","Big Time Frozen Cauliflower",27328963875.00,NT$3.32,7.20,6.19,1,0,21,8,21.70,4.05,16.60
60,417,"Big Time","Big Time Frozen Broccoli",20002467036.00,NT$2.72,14.20,12.10,1,0,4,9,19.70,4.82,3.76
60,418,"Big Time","Big Time Frozen Corn",25770385861.00,NT$3.16,13.20,11.10,1,0,15,13,4.80,8.34,15.90
60,419,"Big Time","Big Time Frozen Peas",11583785414.00,NT$3.57,8.50,6.50,0,0,10,9,22.00,3.84,11.80
9,420,"Big Time","Big Time Popsicles",41470299363.00,NT$2.27,20.60,19.60,1,1,29,12,15.00,9.40,9.94
100,421,"Big Time","Big Time Frozen Chicken Thighs",62619335055.00,NT$2.95,6.19,4.19,1,0,23,11,16.90,6.53,3.71
100,422,"Big Time","Big Time Frozen Chicken Wings",72960656285.00,NT$3.67,7.87,5.86,0,1,33,12,16.00,5.80,15.00
110,423,"Big Time","Big Time Lemon Popsicles",63347458243.00,NT$1.47,17.20,15.20,0,1,5,9,5.50,7.84,21.50
78,424,"Steady","Steady Silky Smooth Hair Conditioner",66828675866.00,NT$1.45,9.65,7.64,1,0,14,7,21.10,17.60,10.70
39,425,"Steady","Steady Tartar Control Toothpaste",26453244090.00,NT$1.28,9.18,6.18,0,0,29,7,18.90,20.90,20.90
39,426,"Steady","Steady Whitening Toothpast",65270097851.00,NT$0.60,11.50,10.50,0,0,30,13,8.92,11.00,20.10
39,427,"Steady","Steady Toothpaste",84132432341.00,NT$2.14,8.89,5.89,0,0,26,7,13.50,13.00,16.00
39,428,"Steady","Steady Deodorant",26089182496.00,NT$0.67,8.43,7.43,0,0,6,7,11.30,16.30,6.18
79,429,"Steady","Steady Conditioning Shampoo",67602064013.00,NT$1.51,12.00,10.00,1,0,7,13,21.20,6.71,4.93
79,430,"Steady","Steady Extra Moisture Shampoo",44894450306.00,NT$1.80,11.50,8.50,1,0,32,12,19.00,10.00,15.00
88,431,"Steady","Steady Angled Toothbrush",92232317328.00,NT$0.96,19.90,18.80,0,0,11,12,18.40,3.90,7.50
79,432,"Steady","Steady Apricot Shampoo",38762469887.00,NT$2.35,11.30,9.30,0,0,13,9,13.70,22.10,10.20
70,433,"Steady","Steady Childrens Aspirin",31435973048.00,NT$1.74,10.80,8.80,1,0,28,9,11.50,5.49,20.30
