device_dev_name,device_family_name,device_hashed_mac,device_os_name,device_type_name,device_vendor_name,event_protocol_id,event_flow_outbound_or_inbound,event_role_device_or_router,event_role_server_or_client,event_rule_category,event_rule_id,event_rule_name,event_rule_reference,event_rule_severity,event_self_ipv4,event_time,router_ip
Windows 8/10,Computer,e9743271663edb256efb217f35752759b857e020,Windows 8/10,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.72,12/11/2016 1:29,40.79.205.219
Windows,Computer,f3db863591740bbbec28ed0085a33894053e21c8,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.254,12/26/2016 1:18,113.217.9.17
Android 4.2-5.1,Handheld,e79a69ae4e458b7afdaf2c44ea476fd97ace942c,Android 4.2-5.1,Android Device,Google Inc.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.133,12/28/2016 4:24,38.148.116.6
Android 4.2-5.1,Handheld,142a3e0fd07cd5a64cd4ec8eb778d4dca5d472a5,Android 4.2-5.1,Android Device,Google Inc.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.85,12/18/2016 19:48,179.168.213.119
Windows,Computer,8bb7cfbcb169fed48153dcc4363a42d966f9fdbe,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.18,12/21/2016 2:04,156.133.199.234
Windows,Computer,630a3c12af0b03cc2760d1d248d25849552f829b,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.2.173,12/22/2016 7:51,138.8.3.178
Windows,Computer,09452aa5288057f26aa9b74ccf5283789c7fc5ae,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.2.88,12/12/2016 12:27,172.177.76.194
Xiaomi Router,Network & Peripheral,2cc5e5e7ca72b9c4db30c79cd14e89eeac638cb0,Others,Router,Xiaomi Inc.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.1.119,12/29/2016 16:44,187.143.82.253
Nokia Internet Tablet,Handheld,9cace161abfbdf2f4b55f6d5a2815f195611dae9,Maemo,PDA,Maemo,6,outbound,device,client,Access Control,1056078,WEB Hashtable Collisions,CVE-2011-3414; CVE-2011-5034; CVE-2011-5035; CVE-2011-4858; CVE-2011-4885; msf,5,192.168.1.51,12/19/2016 0:08,139.76.139.213
Windows,Computer,fe22c7dbf8741743fca8d9d2ab75397a143b4b89,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.2.170,12/30/2016 8:25,172.199.237.18
Windows,Computer,2959a3d39082d791cc8f86249070f374b6d3b258,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.167,12/23/2016 10:16,54.169.6.242
Windows,Computer,cb73e3ffd26752afb3b53911b65d1c02b4b19bee,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1056078,WEB Hashtable Collisions,CVE-2011-3414; CVE-2011-5034; CVE-2011-5035; CVE-2011-4858; CVE-2011-4885; msf,5,192.168.10.118,12/27/2016 22:06,7.56.202.226
Android 4.2-5.1,Handheld,8afb5c20a5e6c6690f14ecb5f35753e53190fc66,Android 4.2-5.1,Android Device,Google Inc.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.0.199,12/24/2016 13:44,90.232.151.119
Windows,Computer,75e8645620f6d63051d9b1fcc1c5c841e4625e07,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1054846,WEB cross site scripting attempt -8,none,4,192.168.1.254,12/25/2016 10:10,50.155.138.13
Windows,Computer,6990d43e153232f6f83855ee0eb140d6d4d52b94,Windows,Desktop/Laptop,Microsoft Corp.,6,inbound,device,server,Web Attack,1057007,WEB-CLIENT Generic Javascript Obfuscation -9,CVE-2011-0065;CVE-2011-0094;CVE-2011-2371; CVE-2011-4187; EDB:17974; CVE-2012-4924; CVE-2014-9267; CVE-2015-1692; CVE-2015-2443; CVE-2015-2446,5,192.168.1.61,12/30/2016 10:23,212.253.244.197
Xbox,Game Console,9509b55a2cadee017cffab3f76e99c7a2092406d,Xbox,Game Console,Microsoft Corp.,6,outbound,device,client,Web Attack,1055106,WEB PHP Arbitrary Code Injection -1,CVE-2011-4449;CVE-2011-4825;CVE-2011-4828;CVE-2012-0297;CVE-2012-0911;CVE-2012-1153;CVE-2013-0803;CVE-2013-1412;CVE-2013-1010;CVE-2013-3629;CVE-2013-3631;CVE-2013-5696;CVE-2014-1610;CVE-2014-2268;CVE-2014-5519;CVE-2014-7146;CVE-2014-8791;CVE-2014-8684;msf,5,10.0.1.115,12/10/2016 18:51,47.140.225.137
Windows,Computer,ac3a479ebc48dc0444cc1d9c1a41a2e2e7017c95,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.113,12/22/2016 21:53,160.214.226.250
Windows,Computer,a6759419aac4f7dc19e4be6acfeee3182784bd0b,Windows,Desktop/Laptop,Microsoft Corp.,17,outbound,device,client,Access Control,1056247,SHELLCODE NOP Sled,http://en.wikipedia.org/wiki/NOP_slide; CVE-2005-0211,4,192.168.1.237,12/3/2016 7:47,169.242.12.53
Windows,Computer,dcab8983a454918517b583b2f2f6a32df51ec70d,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.18,12/13/2016 2:20,13.80.34.154
Windows 7,Computer,7b54775b7f4edd8a98805e8b399bccf70aed56d6,Windows 7,Desktop/Laptop,Microsoft Corp.,0,inbound,device,server,Access Control,1110895,WEB-CLIENT WScript.Shell Remote Code Execution -1 (Ransomware Attack Vector),CVE-2006-4704; CVE-2015-6922; msf,5,192.168.1.11,12/11/2016 3:32,2001:44b8:2032:3f6:ec6f:f50c:7de8:5bdf
LG SmartTV,Smart TV &  Set-top box,2f41124820ff856f4a4bdfc7c18e8c56ce2466ee,Others,SmartTV,LG Corporation,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.38,12/4/2016 8:51,167.208.219.46
BlackBerry,Handheld,102672461005e622d120c4cf4c9ab953ce4cc237,BlackBerry,Smartphone,BlackBerry Limited,6,outbound,device,client,Web Attack,1054846,WEB cross site scripting attempt -8,none,4,10.0.0.201,12/28/2016 14:53,240.8.56.25
NETGEAR arlo,Intelligent Home Appliances,4ffc0b4238d3333d587b0f6455ee9b7e4f290b6e,Others,IP Network Camera,NETGEAR,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.109,12/10/2016 3:51,2600:8800:ff0e:500:35bb:aee9:7cc4:754d
Windows,Computer,8a499df661d5a83e99b03244363dc3adb4298373,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.2,12/27/2016 12:25,208.181.129.141
Windows,Computer,6b13fee90592dbebcff0435626bde643a3976740,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.3.100,12/12/2016 12:21,148.127.79.246
Windows,Computer,f31d60e46bdbe84d850d05ef9275df25e56cb4e1,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.2.234,12/4/2016 0:09,150.13.152.37
Windows 8/10,Computer,1c80065a62e5e6b60d6ff124690902e9c02dc19f,Windows 8/10,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.97,12/11/2016 17:58,177.41.103.66
Windows 7,Computer,3e296cc2f6f5359a991e8d96bc0e0db15e4e527c,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.100.152,12/14/2016 2:22,18.218.130.91
Windows,Computer,cfc4b760d154e34d8c536675c6d56c342e5d9f5c,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.180.235,12/8/2016 3:42,207.133.235.250
Windows,Computer,26478d24c56c461c5ff0903fc647c61aaaba779b,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.45,12/5/2016 20:55,176.188.159.181
Xbox,Game Console,bad54f56423ad4a27291f03ae0cca81d162d8e11,Xbox,Game Console,Microsoft Corp.,6,outbound,device,client,Access Control,1056078,WEB Hashtable Collisions,CVE-2011-3414; CVE-2011-5034; CVE-2011-5035; CVE-2011-4858; CVE-2011-4885; msf,5,10.0.1.63,12/23/2016 7:34,161.126.222.202
Windows,Computer,fbf362e634eafc2e2369d8a64b78937f7bf1677a,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.88.36,12/31/2016 4:28,103.220.170.127
Windows,Computer,51b3fd69acb12d221741c1332994c9c523d7704d,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.102,12/18/2016 9:42,203.67.239.248
Windows,Computer,38e3ebb55dbc7473b56f8db293e6bace09cc4581,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.82,12/7/2016 5:18,170.214.34.149
Windows,Computer,51874ec8220aec8d5317d271a5ca5f53e3fb9a67,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.124,12/14/2016 19:31,21.137.161.57
Windows,Computer,d14a508ebae7b18a10674d94fbd82a5fc8106eb3,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.0.3,12/12/2016 17:19,189.177.1.196
Windows,Computer,d6efdc9a9339e614749115bd24e6a8e80016ac68,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.215,12/6/2016 19:04,11.226.159.250
Windows,Computer,c97a187083c99075f9775f891bdd8d67adeee3fb,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.2.243,12/27/2016 18:16,172.12.147.40
Windows,Computer,691fdd00c1de76fd8aaafe078dddf663f7817c8a,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.138,12/6/2016 5:33,157.139.218.144
Windows,Computer,1f05f7d7adc38b29bb7f5335c098412a459fed0d,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.2.21,12/18/2016 2:57,202.192.190.241
Windows,Computer,1c43cc6f4a7a48f696efded17395e105626c6dd3,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.3.51,12/16/2016 15:50,167.105.111.247
Windows,Computer,f04dfb3dbda1aed04a7fcb2546763b57e37d9a7b,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.135,12/28/2016 5:59,209.139.120.52
Windows,Computer,883d3efad3305ffcd4faba72e1fec9006f479079,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.8,12/25/2016 5:33,201.202.59.42
Windows 7,Computer,5ccd35c72fdd34f458a0467cefd4dc5617c86fa7,Windows 7,Desktop/Laptop,Microsoft Corp.,6,inbound,device,server,Web Attack,1057007,WEB-CLIENT Generic Javascript Obfuscation -9,CVE-2011-0065;CVE-2011-0094;CVE-2011-2371; CVE-2011-4187; EDB:17974; CVE-2012-4924; CVE-2014-9267; CVE-2015-1692; CVE-2015-2443; CVE-2015-2446,5,192.168.1.57,12/13/2016 10:43,203.55.222.245
Windows,Computer,ef2e3e17b4954c15292af41fbec28c153ab7d172,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.37,12/22/2016 18:37,126.191.78.213
Windows,Computer,c70bb9c5be68b75d13aa370167a562280a2a8544,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.2.159,12/7/2016 14:04,103.64.157.179
Windows 7,Computer,fae3af292f52c40dda0d1ff59db72dda080a3f00,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.1.142,12/29/2016 13:53,156.31.175.220
Windows 8/10,Computer,62c783a9338e91450ba85b275760a2b70e284d76,Windows 8/10,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.0.74,12/29/2016 10:05,162.169.189.132
Windows 7,Computer,c4114bc35752aca0ea5a8bd4f79c2b8f2e9127c8,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.179,12/10/2016 21:22,95.146.250.245
Windows,Computer,2cd80ca782b8deb43dfd020283f8be2a7d89e7fd,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,21.132.143.110,12/13/2016 10:31,90.137.221.63
Windows 7,Computer,e7ce354865b0b8a5a517777efeae573771f4de90,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.141,12/21/2016 20:57,45.0.163.249
Windows 7,Computer,e7be435f3adcd6cd96e24aa784804062f6bae34a,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.247,12/9/2016 5:13,13.60.117.179
Windows,Computer,bfa19a347f9a5603ccc9a46d34922660c77308cc,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.1.9,12/11/2016 16:54,184.113.104.112
Apple Watch/iPad Pro,Handheld,61b59f49bc4076d133e527cdc0e3ba30977b08c6,Apple iOS,Apple iOS Device,Apple Inc.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.39,12/26/2016 7:41,156.130.126.96
Windows,Computer,065512007a3538a565f782ad8a4935ea2067e3ef,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.3.52,12/18/2016 8:22,206.113.185.252
Windows,Computer,89e95d286b1dfedf8823fbd6f48d40f6c839e3f8,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1056078,WEB Hashtable Collisions,CVE-2011-3414; CVE-2011-5034; CVE-2011-5035; CVE-2011-4858; CVE-2011-4885; msf,5,10.0.16.106,12/5/2016 14:51,2606:a000:efc0:53:59cd:1ec3:8903:a579
Windows 8/10,Computer,323c0b6bab3b8ef29165b54c805272b6f2731533,Windows 8/10,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.0.90,12/17/2016 3:23,9.71.230.105
Windows,Computer,46e7f6559d81ed3d8952759bdd93c3859c8b0946,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.2.2,12/24/2016 12:28,4.32.188.16
Windows,Computer,65b16fd8af18055b9707d6cc6b7a9647ec85daa1,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.17,12/15/2016 5:00,2001:558:6008:e:e4c4:4278:d1e3:62f0
Windows,Computer,33f1de1884a72f9715e374228f6bf44a7ae40ebe,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.169,12/27/2016 22:52,185.208.28.15
Linux,Computer,ceae60f5628c4fbb4f6cd59ff3aed6501d0ac0a5,Linux,Desktop/Laptop,Others,6,outbound,device,client,Access Control,1130078,WEB GNU Bash Remote Code Execution -8 (CVE-2014-6271),CVE-2014-6271; msf; CVE-2014-7169; CVE-2014-7169; CVE-2014-7186; CVE-2014-7187; CVE-2014-6277; CVE-2014-6278,5,192.168.1.23,12/11/2016 3:10,202.251.203.198
Windows,Computer,a97c42ac4164b0b7a1eb949b7b0f6b70ee42f759,Windows,Desktop/Laptop,Microsoft Corp.,6,inbound,device,server,Access Control,1110895,WEB-CLIENT WScript.Shell Remote Code Execution -1 (Ransomware Attack Vector),CVE-2006-4704; CVE-2015-6922; msf,5,25.101.59.197,12/26/2016 21:09,159.24.195.174
Windows,Computer,3a2619f412d2576b466cc77f821d1e26fa6f247a,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.31.110,12/23/2016 3:03,15.234.246.218
Windows,Computer,c428c34e89a42a6c5717d4c3a59a7c43e78fbeaf,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.1.16,12/28/2016 1:06,208.36.170.40
Windows,Computer,6743b41ff95fad15915cf65fd96747b00f0eb999,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.0.15,12/26/2016 23:06,37.55.223.146
Windows,Computer,8fb46053a089a6f51265506f36c41b77fa97e9b0,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.2.77,12/18/2016 22:19,90.108.254.24
Windows,Computer,f38765c9039b5660a0f43e88a81ac0e3a7c55464,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.60,12/19/2016 23:42,113.94.41.16
Windows,Computer,61ff830cad2274c3548133b283d739e9790212f0,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.172,12/5/2016 23:53,31.28.215.41
Windows,Computer,6251af867206fec6b620229d5a0bfae24294aba9,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.121,12/13/2016 9:46,176.202.5.203
Windows,Computer,969b36457230ae092974feb2e00d89aeb7b01e54,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.153,12/19/2016 1:45,16.77.94.104
Android 4.2-5.1,Handheld,1cb86be0c7b7571f91e059b0eca5f518dfbdd840,Android 4.2-5.1,Android Device,Google Inc.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.41,12/6/2016 0:31,204.10.20.151
Windows,Computer,be170bddef1d23b7acd19a4c385d0db2a8d7b88a,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.1.113,12/15/2016 22:10,165.169.230.182
Sony PlayStation 2,Game Console,432de6c550cfd53af6b993ef907e42560cceb50e,Linux,Game Console,Sony Corporation,6,outbound,device,client,Access Control,1110895,WEB-CLIENT WScript.Shell Remote Code Execution -1 (Ransomware Attack Vector),CVE-2006-4704; CVE-2015-6922; msf,5,192.168.100.176,12/30/2016 1:43,214.66.22.98
Windows,Computer,e660b3bfe0e3ec583944d3e1242a750ae0d80bee,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1054846,WEB cross site scripting attempt -8,none,4,192.168.2.93,12/19/2016 1:17,168.4.4.151
Windows,Computer,4035aeacb21a63c53b0e6c6685a3382ef30cf524,Windows,Desktop/Laptop,Microsoft Corp.,17,outbound,device,client,Access Control,1056247,SHELLCODE NOP Sled,http://en.wikipedia.org/wiki/NOP_slide; CVE-2005-0211,4,192.168.1.74,12/8/2016 18:13,170.240.156.163
Windows,Computer,2eac8bc71b8cbd16011c785d4b0dcbdbfadf76fe,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.154,12/21/2016 10:31,150.222.23.61
Windows,Computer,e54b396cee7218b2a9315276818a33b6f8a9f896,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.81,12/22/2016 17:05,249.38.55.148
Windows,Computer,55deb163df16d17e00cf408ce8c870ad631d6817,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.108,12/10/2016 9:18,55.233.106.207
Windows,Computer,918eeec108ad1450a8b38db20670d6341b4319de,Windows,Desktop/Laptop,Microsoft Corp.,17,outbound,device,client,Access Control,1056247,SHELLCODE NOP Sled,http://en.wikipedia.org/wiki/NOP_slide; CVE-2005-0211,4,192.168.1.11,12/10/2016 19:07,178.92.159.26
Windows,Computer,755efa68db37fe7d73319a46957ba6d012661533,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.2.161,12/19/2016 23:44,175.111.217.238
Windows,Computer,a97c42ac4164b0b7a1eb949b7b0f6b70ee42f759,Windows,Desktop/Laptop,Microsoft Corp.,6,inbound,device,server,Access Control,1110895,WEB-CLIENT WScript.Shell Remote Code Execution -1 (Ransomware Attack Vector),CVE-2006-4704; CVE-2015-6922; msf,5,25.101.59.197,12/13/2016 18:54,159.24.195.174
Windows,Computer,8381164b7073ffc275721cb48934595d99467134,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.20.110,12/16/2016 9:36,210.17.142.65
Windows,Computer,d16be27c4ffe62573d95c9407841a5b5b7ffcbf9,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,11.27.247.164,12/30/2016 12:57,13.172.29.107
Windows,Computer,7084a5acbebdca8e11be3362eb1b7aa95e165997,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.152,12/16/2016 17:21,160.36.202.211
Windows,Computer,f9ffbece0d5a1d537b0639f9d164c692767ff174,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.72,12/26/2016 3:40,201.61.63.109
Windows,Computer,24d32be1c5d006ed65ea60020ba0b908db6d644d,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.1.78,12/4/2016 2:28,36.30.6.112
