f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,target
8.4528,11.1616,8.1647,6.2215,14.5759,2.9275,2.4795,19.0952,8.2807,20.6550,4.1891,21.0541,15.6611
22.7783,4.2362,20.7427,16.5596,5.0934,3.5318,5.2005,11.5852,11.9773,15.0337,10.1008,5.2216,-0.1454
25.9192,9.8005,20.9630,15.8941,8.3991,2.7902,5.0728,17.4508,7.1221,20.6004,10.4139,6.2790,8.5346
15.6675,15.9825,14.6901,15.1579,10.1211,2.3724,0.3145,11.9259,13.1890,17.6639,10.5994,16.8936,15.4400
12.9857,8.4662,20.5971,14.0877,11.0485,0.1403,3.9454,12.2693,11.8991,17.4115,10.1054,2.7570,11.6078
13.1400,8.3066,21.6351,4.4784,18.3962,3.3029,4.6795,9.5465,13.4548,9.4091,10.4364,13.2084,13.7380
13.0278,9.6279,19.6073,14.0585,6.5771,0.3767,4.7566,7.1740,11.9093,8.5336,10.7878,18.9864,5.1898
6.2207,13.8963,6.7161,15.5926,12.6393,2.3033,3.9723,12.3564,7.7606,21.6953,5.3107,16.7248,14.2412
14.2529,8.4144,19.3711,3.0568,18.7984,3.8552,4.4152,7.1354,13.2876,8.0295,10.1103,19.7329,11.3464
16.8540,5.5984,21.5447,4.8436,14.9211,2.6371,5.3371,6.9717,11.6395,7.8453,10.4788,4.5669,9.1766
17.7851,8.4854,19.8865,12.2544,5.7857,3.3222,2.1081,10.6363,11.9588,15.3741,10.8730,19.9539,2.1609
15.8244,15.8256,14.5053,13.6495,6.6997,3.5629,0.2064,31.5007,6.3809,21.7953,10.0982,8.9315,23.9193
7.8034,13.5392,9.9775,8.2119,13.1261,3.8584,3.4990,21.6955,6.2825,19.3009,3.1574,8.1815,22.1280
11.7191,13.9898,14.0660,12.6793,13.9433,0.1367,3.6163,14.4120,10.1029,15.2870,3.7137,19.9994,17.9613
6.4246,13.9201,8.1202,5.6418,18.9444,2.2092,3.5362,14.2681,13.4165,12.3532,5.4895,1.4174,27.3167
9.8442,11.7859,8.5546,1.1388,14.0727,2.9412,2.5285,31.2835,5.3467,20.4566,5.2601,5.0562,26.4457
21.4134,9.9072,20.6664,6.0731,14.4942,0.4704,3.6758,9.0594,8.5542,12.1382,10.6594,13.8082,11.0557
9.0429,10.0496,14.4284,6.9769,14.4290,1.4538,5.1318,12.9099,10.8087,13.8966,5.4739,20.4482,12.5686
8.9483,14.4138,15.0918,6.8270,12.2599,3.8593,2.8166,9.1436,13.1422,7.7182,10.2534,9.4178,18.6794
12.1655,9.6285,20.4465,6.7863,18.1467,2.4331,3.2771,14.8482,4.5961,20.9147,10.2439,4.0449,17.1129
15.6927,12.7610,15.1041,18.2750,6.2583,1.2453,5.8246,27.3803,7.1456,19.0816,6.2639,18.3353,15.2390
8.5365,12.2045,6.7641,14.2342,1.7956,2.7823,4.4209,23.2082,5.0281,21.0292,4.3077,17.5075,10.0390
17.3657,4.7915,20.7608,12.1001,14.2928,0.3503,3.3020,12.1135,11.3103,15.4359,10.0087,20.0657,5.6060
13.8213,9.2332,16.1906,15.6146,6.1811,3.2334,4.0210,8.8483,8.0472,17.8270,10.0198,15.1749,2.5527
6.3704,13.3822,8.9658,14.9296,4.1964,2.3684,3.8451,8.5669,10.6182,9.7319,4.4984,11.9099,11.4928
6.6826,11.4873,9.0068,6.9030,13.5998,3.2472,3.8605,20.8612,4.8305,19.9252,5.0461,14.8827,17.6302
19.1731,9.9043,19.7973,1.3282,18.7061,0.8280,3.0670,19.3412,8.7664,20.6238,10.6608,9.9818,17.9078
9.8381,13.2525,9.3637,17.8972,4.8781,3.5792,1.3941,24.8843,7.2839,19.2742,4.8029,18.7068,15.8786
30.0311,5.4792,19.0370,11.5280,7.1349,2.0078,1.3681,18.3340,6.9498,21.7414,10.0399,8.9282,3.6711
9.5452,13.3939,9.5305,15.7828,12.8707,3.2202,1.9803,13.2123,7.5175,21.8008,3.4078,2.8782,18.5744
14.4759,11.9016,14.2640,6.0725,15.6717,3.0008,0.5392,12.6725,13.2768,12.7462,10.1238,15.8622,17.2924
10.4675,11.5868,16.5512,6.6610,16.5409,2.4061,2.4080,7.4771,13.9948,6.1598,8.5456,20.8894,15.9847
15.2011,7.9885,20.2208,3.3501,17.8211,3.7969,3.9005,10.0752,8.1801,15.0367,10.4753,3.0336,13.7146
7.9717,13.0279,7.5758,5.3765,16.4103,2.0322,2.8038,6.3972,13.1751,9.6480,5.2783,4.7982,20.4778
7.9110,13.6156,7.0069,14.7188,4.8640,1.0418,4.1781,6.4063,13.9687,7.7222,5.6884,6.6748,12.9883
6.8083,13.0316,8.4575,10.7158,5.3996,1.8525,4.8809,13.8271,12.4882,13.2744,5.7800,0.9450,15.6917
8.6790,8.1717,15.2875,6.2838,12.5027,0.9739,3.8091,19.9169,5.6670,20.7354,6.6625,16.1155,12.2640
9.1174,10.0857,9.9542,6.3245,18.8303,2.5018,3.0847,29.8129,8.8000,19.2663,3.5610,2.5370,28.9362
7.7256,10.7522,9.7754,10.8904,6.1644,0.6952,4.2935,14.7835,8.8135,16.3013,5.0892,8.8133,11.6452
13.8219,5.2915,19.0319,6.1691,18.0358,3.4637,5.0474,21.5226,9.3121,20.1909,10.9635,17.1979,11.4406
9.4801,12.8171,6.2492,3.3495,15.0372,2.5731,4.6551,9.0896,8.4850,14.7269,3.3749,18.4633,13.9441
18.0616,4.7432,19.0543,13.6561,6.0071,3.7905,5.7294,14.3990,7.4919,20.9459,10.7970,0.1087,1.8507
13.0586,15.7417,15.5763,8.6141,11.0185,2.6000,5.7680,21.2309,9.1250,20.3370,5.6566,2.3667,21.8789
14.9883,6.6502,20.9706,16.6723,1.2409,2.4438,0.8140,22.1224,6.8859,20.2030,10.5268,1.1499,8.1414
15.1258,8.8058,19.1198,1.7072,16.0956,2.1835,5.0523,8.3568,12.6164,6.1721,10.3397,13.9857,12.6147
14.8273,15.6287,12.6735,7.9477,13.8027,2.2800,4.0067,6.3000,12.8738,6.5540,10.6549,15.0337,17.3101
22.5197,5.9361,20.2584,8.1487,11.5819,2.4904,4.6471,18.6961,5.2829,20.6295,10.0295,17.8608,4.8145
7.2551,12.8379,6.3633,17.2946,1.0547,1.5848,3.9881,8.6206,13.1650,16.2371,5.0399,2.5237,8.7818
26.0404,9.0889,20.8909,6.4591,12.7449,3.9688,5.0603,9.7308,14.1256,15.0512,10.3553,11.9006,6.4869
22.7353,6.0494,20.6838,15.9145,5.8834,3.3057,5.6477,31.3257,6.8496,20.2015,10.9905,20.0632,6.9444
8.3931,10.6045,17.6711,12.9816,12.7793,2.2524,0.0821,15.8722,14.2890,12.1237,9.6341,3.2203,21.1043
12.3828,10.6906,16.0323,1.6950,18.7041,3.6049,5.3554,9.2538,10.2756,15.6786,2.6124,2.1855,17.4825
6.1577,12.2492,7.5031,2.9635,18.5072,1.4626,5.4061,6.7062,13.1180,9.0098,5.2927,6.1246,20.2548
8.1512,11.6511,7.4905,10.5798,14.8106,2.8881,3.4655,7.1817,10.1057,6.1822,5.5459,13.2638,17.0063
15.4573,8.5030,21.5246,3.4824,15.0867,3.4269,5.4918,9.4219,11.5027,17.1113,10.5667,17.5715,6.4531
9.5039,12.6570,7.1918,10.6344,8.0956,1.1340,4.9713,11.0804,9.2864,15.3971,5.9476,7.6784,12.7636
7.6071,12.2123,6.4697,9.5320,11.8998,1.8732,3.5839,7.9133,10.9809,6.6857,5.6108,20.6889,13.9126
11.1151,15.2111,14.7356,5.6564,16.3487,2.2502,1.9448,6.6921,12.6798,9.8469,10.0537,5.3209,21.8747
14.2720,12.1674,12.7161,6.6406,15.8138,0.8326,5.0464,14.7490,10.6694,17.7915,3.6936,15.1214,16.3604
8.5755,11.1831,9.1804,10.9508,5.6606,3.7449,3.3013,6.0625,12.2528,7.4523,3.1749,18.7210,7.4537
8.9223,10.7560,15.3732,15.2253,12.6253,2.3465,4.1453,8.0478,13.6244,12.2213,10.1678,7.2419,13.5922
24.0691,7.5891,20.8876,11.8488,13.9169,2.9681,2.8682,14.0026,15.9274,16.0058,10.9774,7.5402,10.8345
13.4408,6.1724,19.3224,4.9576,18.5262,3.3696,5.6286,21.1521,9.2384,21.4851,10.0181,21.1319,10.8069
17.5913,4.5456,20.1585,2.8117,16.7295,3.3392,4.8127,17.8085,4.6864,21.8762,10.4695,14.0203,7.2839
9.0305,11.4804,6.0020,13.1028,8.3945,3.5253,3.2029,13.5416,9.4464,13.9812,4.1906,11.7887,13.2657
31.5568,6.3596,21.4882,4.5324,18.3860,1.2433,5.7326,9.4498,11.6167,16.2367,10.5518,1.5239,9.2992
10.7799,15.6867,13.7756,16.3577,1.5218,3.4041,2.5323,7.1718,12.2004,7.4888,10.0496,20.9099,8.6054
9.2337,12.7248,13.4265,3.8843,18.3501,2.0081,5.7261,9.5043,11.6845,13.7907,8.7269,4.3991,19.6035
9.1567,12.1538,9.3348,9.9963,10.2207,0.9196,3.1010,30.6573,6.4153,21.9818,5.5150,4.1380,24.1447
31.5088,5.7113,20.0970,18.9043,2.5644,2.3695,2.2148,30.2200,9.9626,19.1116,10.3530,14.6191,6.3052
9.3378,12.8736,17.8453,10.6764,10.6017,2.6595,0.6225,9.3420,12.9130,7.5463,9.5029,16.3766,15.8154
8.6738,11.6712,8.9400,15.8333,4.2260,2.3250,1.1327,6.0243,12.0334,8.9538,5.8087,16.0740,8.3620
12.2186,12.2969,12.5791,14.3089,8.1713,0.2688,4.6050,21.4278,6.3065,19.2924,3.7205,8.1852,17.0370
13.3129,12.2039,12.1625,4.2201,14.5690,0.4473,3.5249,6.5553,13.7124,6.0039,7.8678,4.4807,18.6569
11.3045,8.9212,15.3576,5.6546,18.6664,2.4609,4.5036,12.9738,11.5222,14.2411,6.7513,10.4047,16.5408
9.8678,11.3014,9.5996,1.4914,16.1217,0.1151,5.7714,24.5981,9.0564,19.2364,5.3327,13.3508,21.0849
25.7113,7.0213,20.5305,18.0953,3.0977,2.8664,1.1240,25.7602,6.5420,19.1492,10.3168,1.4023,10.3971
8.6345,12.2587,14.2746,17.8477,5.7175,2.8703,4.7832,8.4695,11.6892,7.0865,9.3520,17.0106,9.5446
6.8506,11.9493,6.4186,12.6043,11.6596,1.3718,4.5958,28.3051,8.3299,20.4199,5.5655,1.1497,24.7229
6.3621,13.3069,8.1346,13.1911,8.1280,2.9441,3.1976,15.8299,11.1478,15.0208,5.6338,19.4722,14.1509
8.4085,10.3680,7.0377,16.5326,1.5387,3.6506,5.7340,7.4068,10.2467,8.3473,4.8987,19.9894,2.5689
14.3984,9.7338,19.7844,12.0723,8.6759,2.0246,3.4079,16.9887,7.5086,21.6287,10.7284,7.8865,10.1577
22.9934,5.7085,21.5362,18.9123,2.3811,3.6159,3.5426,9.0965,11.6474,9.1501,10.1062,14.4856,-1.3221
8.2407,13.3489,6.0603,11.7359,12.5919,3.7250,4.4157,9.0052,11.6088,8.1155,5.4508,17.9731,15.5433
12.8027,12.5827,14.9471,11.4596,7.7069,2.2090,3.2369,8.1965,12.9951,7.6196,7.8846,12.1797,12.4314
16.3810,7.9281,20.2117,8.7262,12.8055,3.4988,4.5136,10.6950,12.2439,17.8279,10.8471,9.4878,7.3912
14.1912,11.4266,16.4657,10.1581,5.9699,3.9476,5.9856,13.9293,9.2382,15.5960,2.8092,9.9137,9.2914
6.6387,11.4318,8.0827,13.5200,10.0557,2.9250,1.3220,7.8004,13.9764,7.5113,3.0335,4.5450,17.3463
9.9446,10.1758,7.8682,6.5125,15.7110,2.4698,5.2951,6.5819,10.4898,7.8162,5.7132,1.8125,16.9442
20.9773,6.7310,20.1916,11.6830,10.8992,1.7103,5.5707,10.5628,10.9772,13.0821,10.9118,0.3116,8.3594
24.9260,8.1968,21.1693,10.7184,8.0825,3.3926,2.7366,21.1751,6.9808,19.3918,10.6239,1.7792,11.2395
28.5160,6.4804,19.7705,9.6473,10.2876,3.7076,3.3085,21.1801,9.4555,21.4177,10.5345,7.3070,7.8243
13.6502,8.5034,16.8402,14.5669,5.6025,1.1256,4.8500,10.7808,14.7111,15.3464,7.1593,19.9934,2.6428
11.3176,14.1033,13.6614,6.4553,14.7320,0.8630,5.2405,6.9258,10.3790,9.5414,7.7258,16.6198,15.7857
20.7784,5.1390,21.3610,1.1422,17.9810,2.6370,2.8028,12.4269,8.6634,17.0134,10.8125,16.9084,7.4687
6.1533,11.0242,8.8667,6.5001,18.1840,2.0990,2.1681,31.2701,4.7703,19.5866,3.0811,18.3124,26.9353
11.8574,12.2990,12.5346,14.2425,4.1772,3.0521,5.2981,8.7340,12.1298,16.0763,2.7209,17.0544,5.0799
16.8534,4.3542,20.3372,2.0036,16.2385,3.7622,2.4195,6.9181,13.8211,8.9932,10.6184,20.0676,5.1669
8.8180,11.9572,7.2239,11.4075,9.2146,2.6323,2.9771,11.8065,14.0999,14.8646,3.2150,0.7657,16.4866
7.0797,13.1541,7.4330,11.3361,12.0656,2.5977,5.3219,8.2466,11.9045,7.7938,4.1689,15.0402,15.6383
25.7921,7.7615,19.1861,3.0253,17.0636,1.7193,4.7890,26.3087,9.4238,21.9051,10.0686,2.5712,17.9342
15.6036,6.2829,19.5781,7.3119,11.2350,1.9712,3.5230,30.7716,7.7766,19.1951,10.8926,4.6493,17.3909
12.1465,11.3925,17.3746,6.3536,14.8507,3.4541,1.2918,9.6788,12.4455,7.8367,9.3869,8.9070,18.2570
8.5736,12.7634,7.5259,6.7498,14.8706,0.2941,3.7013,22.3188,4.7882,21.9518,5.1493,11.2557,21.4199
9.3013,14.8046,16.9585,18.4579,5.5886,3.3630,1.6821,11.8910,12.5474,15.1657,10.9968,16.2280,12.2266
11.2608,8.9162,12.0848,10.6721,8.4528,3.8253,5.2841,8.3771,10.7696,14.2007,8.8333,14.4816,4.7255
9.3901,13.7254,8.2150,12.9126,6.0904,2.7140,5.5062,13.3735,10.7245,15.0117,5.8468,10.0665,12.6864
9.2464,11.0790,7.8914,8.1512,13.0600,1.9355,5.4097,10.6804,9.5671,16.9218,5.4921,13.6235,11.8509
10.6148,8.4623,14.7155,3.8532,16.8847,3.9862,5.0566,7.7599,13.7977,7.0163,3.3136,6.9881,15.4060
25.6291,7.0574,21.7969,12.9589,12.8598,2.2411,2.4207,13.2539,11.0824,15.9165,10.1789,5.0284,10.1205
20.9442,5.1538,21.4922,15.0574,7.4651,2.8266,5.7750,23.6290,9.5660,20.9764,10.7370,11.4559,5.2582
9.6685,10.6139,9.8810,8.8947,10.2325,2.5457,5.7225,6.0461,11.0826,7.4816,5.8158,1.1655,13.3621
9.9389,13.2209,17.1278,5.7477,10.3553,3.5468,4.3249,8.7688,11.7840,14.8684,6.9011,19.5348,9.9432
16.9168,4.9763,19.4921,14.8851,5.0514,2.1159,4.4292,15.8081,12.8654,14.7400,10.1032,3.4815,5.1082
9.5089,13.9568,8.0696,8.5687,13.0460,2.9745,4.2721,17.3811,7.6513,21.5216,3.7534,7.2813,19.0190
9.6953,11.9219,7.6359,15.9045,6.7362,2.7795,4.6394,8.0621,10.8880,7.8392,3.2919,5.9681,13.0716
8.3062,10.4577,9.0996,13.3983,11.4144,2.0237,3.9548,9.8729,12.8427,6.8982,5.6433,19.2921,13.0039
30.4479,5.9292,20.3788,12.8246,6.2985,2.5223,0.0964,30.6666,4.8614,19.1995,10.3870,19.3546,8.9863
8.5621,11.5100,9.8588,15.8749,10.4190,3.3014,4.2915,25.9362,8.7560,21.8380,5.0173,9.2297,18.9543
8.2647,10.3727,8.8441,12.6357,6.5351,0.7437,5.7040,15.6400,11.9884,17.7853,5.9186,7.0634,11.1005
15.1833,5.9273,19.3591,17.0567,3.6716,3.1054,3.3896,9.9875,11.7763,12.3105,10.7183,0.2091,4.2331
6.0164,12.2326,8.8421,16.0018,1.1479,2.8007,3.7141,6.1481,11.1680,6.9330,4.9721,19.0702,5.8805
19.6010,6.3731,19.9175,12.8568,15.3816,2.9220,0.9358,12.0561,8.9521,17.7824,10.6766,15.2624,8.4983
8.4556,10.7296,6.1992,15.7345,1.7113,2.1118,4.4930,9.4622,10.4450,17.7624,4.8945,8.2125,4.7516
14.4488,13.9115,16.3714,6.1112,11.7980,2.1417,3.3568,6.5856,12.3063,7.8125,6.2915,21.3797,12.9512
11.4025,15.1197,12.7476,2.4614,16.0616,2.7070,3.8399,15.1690,15.5862,13.3918,2.6370,3.5199,25.1898
7.2835,12.3709,8.3040,6.3798,14.1921,0.8311,3.4924,15.1844,13.4007,17.9727,5.9323,3.9926,20.1358
14.1144,11.8378,14.3051,7.6398,12.6541,2.1443,1.6031,27.9346,6.2322,20.2039,9.9275,9.2064,22.2836
6.7992,10.5109,7.5786,18.0099,5.2814,2.7244,2.3540,8.9275,14.5052,13.0572,3.4065,13.9606,8.5820
13.6949,9.5352,15.7142,14.2569,3.3047,3.4291,5.6612,13.3788,8.5723,14.6681,2.6775,21.5888,2.8881
7.4914,12.2712,6.7668,10.0382,12.3240,2.1549,0.5490,13.3186,6.6633,20.9075,5.5169,8.0698,16.7058
13.7299,4.3821,19.6068,13.0692,12.0766,2.1215,2.6023,13.8694,8.3257,13.5466,10.4537,0.5811,10.9777
25.7770,4.4300,21.0526,4.9027,18.9479,2.5402,0.1025,8.0532,10.0734,6.9584,10.4595,17.9614,9.4187
9.2164,11.0330,9.2368,15.0351,1.2778,3.6878,5.3053,13.6260,10.2353,12.8839,4.2516,3.9283,9.2225
14.9890,8.2355,12.8138,5.0313,16.3279,3.7458,5.3458,12.7938,14.4294,15.8133,10.4377,14.2042,10.5423
13.0284,13.2782,15.3276,13.9208,5.1459,1.2086,5.0679,15.6196,10.8643,15.2801,5.5442,0.3677,15.4440
31.7482,6.2563,20.6517,2.5322,14.0487,0.6228,5.6839,21.3060,5.8963,21.7831,10.2438,12.4129,7.6187
29.2472,6.5308,19.9030,2.3139,18.1312,3.6182,4.0192,9.1300,13.3375,6.7583,10.1927,18.8546,8.6000
23.4983,6.5345,19.2428,18.9367,6.2589,2.4689,4.5010,15.4311,8.1546,21.7769,10.3524,8.0925,2.4423
12.6076,9.7577,17.8986,5.6970,18.1811,2.5945,4.2801,24.3060,7.9695,20.2909,9.8183,8.0236,21.1083
14.6222,11.7463,16.7399,1.0750,15.7552,2.1239,1.8228,16.1028,4.4110,19.0367,8.2371,2.1458,19.9048
19.7602,5.8476,19.5620,17.4127,1.5781,2.8156,2.4522,14.4588,13.2632,15.3477,10.4363,5.1449,2.5083
7.4020,11.4422,6.5713,6.4921,15.7507,3.0925,2.2657,7.9732,11.5296,9.7313,4.2025,18.8971,15.6585
17.8779,6.7136,21.5079,12.7378,6.0955,3.4377,4.9086,8.4173,10.8099,6.5373,10.7165,0.2281,6.6490
6.3762,11.7602,7.5211,3.6066,16.9421,2.7776,1.7487,30.9923,6.7809,21.5000,3.8098,0.1780,30.5726
9.8956,12.1767,6.3521,8.7312,14.5467,1.6386,3.8865,9.6041,12.8875,9.8535,5.7003,8.2662,18.3907
12.8247,11.4456,15.8211,2.5249,15.8001,3.5380,3.8283,30.9488,8.7781,20.2840,9.4498,1.2280,26.5063
8.2010,11.8847,9.9126,11.8415,11.8926,1.9009,3.5285,7.4709,13.2770,7.9592,5.4162,4.7948,17.2268
8.1059,13.0769,7.0913,12.8876,13.4815,3.4016,0.9366,6.0224,13.4510,7.1943,5.3862,8.5469,19.0644
30.1972,6.3068,21.5305,18.0909,6.0666,3.8264,2.8577,8.1790,11.3359,7.1236,10.1505,14.8470,1.2493
9.9111,11.3103,6.9325,16.1652,4.8487,3.7113,4.5437,15.4153,13.8819,13.0472,5.2113,11.2681,11.2581
9.3025,9.8077,16.8984,10.8375,5.5881,1.0134,5.2630,8.1831,13.1977,9.4940,6.9463,2.1482,9.9473
6.0421,12.8372,7.4391,6.4949,13.4333,1.1964,5.2937,8.2061,12.9046,6.2187,5.1644,1.6367,20.6579
8.4648,15.8721,13.1926,17.5885,4.5717,2.6006,1.5603,12.2430,10.8929,13.8697,10.6752,2.6778,17.3384
18.4432,6.9181,20.0851,15.8059,6.6638,1.3289,3.0894,7.6699,12.1267,8.9382,10.8716,5.3389,6.0645
6.4326,10.1878,9.8159,3.8200,16.0165,0.3165,4.8519,9.5738,10.6707,8.2430,5.5565,6.4709,18.6230
18.9251,6.9669,21.4537,2.7992,15.9883,2.2160,2.9090,9.7139,10.2596,7.8135,10.6296,20.6289,9.4137
6.6790,11.4120,6.4193,14.6683,6.9511,2.3736,2.6462,10.6152,12.0576,17.0634,5.8695,5.4280,11.8669
9.2595,12.4752,6.9045,12.3662,15.2518,2.6898,0.3541,13.2599,15.3953,14.3949,4.7955,19.6289,18.3412
13.6357,10.7617,12.8979,14.1333,1.4174,1.9821,4.9882,27.7475,5.8709,20.4133,4.7562,20.5386,9.2702
7.0989,10.4240,8.2023,15.0696,6.7043,1.1616,3.0095,9.1609,13.5802,9.7682,5.9779,18.0995,9.3068
28.2254,4.0609,19.8580,15.0482,12.4587,3.1455,4.9639,15.7195,8.3135,19.7753,10.0501,7.7423,4.0779
16.2832,6.6799,20.7791,10.6590,6.7077,0.3748,4.1175,17.4520,7.8416,21.2188,10.9593,18.5285,2.7624
8.2545,10.2384,8.3161,2.4066,15.7256,2.9923,0.9702,14.6120,15.8308,13.8026,4.9397,11.3973,18.7859
30.5369,9.6482,19.8651,10.7233,14.8937,2.7790,0.9204,9.1200,9.1722,15.1323,10.1687,13.5815,9.6841
25.6265,6.7431,20.1784,7.5318,14.4274,2.6524,5.1593,9.5205,11.5813,17.3149,10.4853,11.2297,4.8422
14.6520,12.9334,15.8320,18.1095,5.9622,0.5119,3.9500,11.1002,13.6593,13.3022,5.1924,7.8167,12.6791
15.9467,9.6061,17.1428,2.5863,17.7030,0.1366,3.7065,6.0636,13.3651,7.3158,3.8216,15.4655,14.5286
6.8809,13.8950,9.1629,17.1277,6.8467,2.3366,2.0541,12.5622,10.2182,12.9260,4.3128,5.3679,17.6725
13.5783,10.6030,12.1979,10.4031,8.0349,2.9758,5.4333,28.3542,7.6124,21.8214,9.6542,17.8827,13.0766
10.6646,14.9001,17.2727,10.5348,10.0972,2.8543,3.1567,12.6094,12.6825,14.3270,5.5443,17.3705,15.5307
23.4261,6.2077,21.6993,14.7251,6.1009,3.9915,3.7210,15.7658,8.8012,14.7575,10.4106,20.4457,1.2985
14.1945,5.0486,19.5183,16.2957,3.2648,1.6594,5.7012,13.9698,8.5350,20.5359,10.7585,4.1172,0.3386
6.2058,11.7334,7.4125,9.1722,13.8984,0.6714,5.1481,8.9006,14.3159,12.9223,5.1751,9.5057,15.8619
20.4904,4.2059,21.4329,6.5861,15.3667,2.4127,0.6307,31.6773,6.4076,20.0089,10.9644,20.5221,14.6182
9.1754,10.7906,7.8757,12.4217,12.2530,3.5305,3.8279,13.5487,9.5323,15.8748,5.4770,13.8645,13.5112
13.8389,13.6605,14.2063,8.1972,10.1895,2.1597,2.2427,9.1125,12.0171,7.0076,9.3200,12.0408,16.0974
13.7665,14.7461,12.3966,11.3279,12.8551,3.6684,4.3036,8.6011,10.8201,13.7800,8.6287,12.5554,14.9904
24.6448,6.8297,20.8416,1.4681,17.8531,0.6228,4.3186,9.9413,11.7879,8.9445,10.4088,21.4954,8.8690
13.9571,11.8219,17.5621,15.2534,5.5447,3.2168,3.1431,21.6789,4.4816,19.8930,9.6324,10.1087,12.9300
8.4330,12.0456,6.1467,11.2123,11.5176,3.7545,5.3750,28.7237,4.0092,19.9813,3.5032,3.9045,23.3101
10.1618,9.9567,12.1302,12.0694,12.1049,0.3459,5.0437,15.0478,15.7665,12.0063,4.1381,12.9667,15.3734
21.9968,9.8730,21.7117,5.5744,15.0568,2.8579,5.4143,31.1986,7.8257,20.3547,10.7930,9.1009,20.2378
6.8245,13.1231,6.0410,10.9416,10.8701,2.8686,5.2901,21.5510,6.6526,21.3300,3.9837,20.3534,15.4596
8.9278,10.7060,8.7070,8.0958,11.9334,3.3255,4.6304,8.4417,14.5132,15.7733,5.4751,12.3512,10.2918
20.3940,6.5544,20.6162,3.7368,15.5305,2.1003,3.5298,8.4110,13.4647,6.4247,10.0104,8.3526,11.4335
10.9547,15.4041,17.2314,14.3079,1.6985,3.1526,5.0256,9.4117,13.3463,7.4954,4.1798,17.6676,10.0776
8.6733,13.2360,8.7169,16.4026,3.9148,0.3747,5.6901,9.8237,13.4066,9.8930,5.3957,14.9525,10.1631
14.0271,8.0260,14.9085,5.6616,18.1353,2.5420,0.5659,9.6517,10.9629,14.3186,8.3631,8.0484,15.2628
8.7447,11.7774,9.2807,18.3305,2.5260,3.3067,3.2071,8.8859,12.6559,8.1834,5.6155,8.0466,10.1709
15.5142,14.2287,14.6936,15.3568,6.9893,2.6483,1.8955,7.9798,12.7075,9.8404,8.0288,17.4901,11.5275
14.2776,9.5552,20.9796,12.5616,12.2185,3.2950,2.9661,15.5984,13.9798,17.4567,10.5449,15.5879,11.2850
8.2353,11.7316,7.3015,7.8054,15.7404,3.9383,3.4446,10.9501,9.9603,15.9850,5.8080,12.8536,15.7448
8.1333,12.3290,9.2779,6.5033,14.3545,0.5097,5.4680,8.0180,13.5803,14.6077,5.8472,2.4145,16.9339
11.0335,14.2214,17.8067,1.6739,18.6453,3.0581,5.9892,30.4355,4.1496,19.4120,5.5186,1.9489,31.1190
7.2282,10.2980,7.6308,17.6566,3.4991,2.7024,5.2161,7.8803,13.4686,9.1865,5.2917,2.1369,9.4040
12.7227,14.0531,16.9640,17.7143,6.4470,3.4464,5.1656,6.7664,12.0072,7.4554,8.6062,12.3658,11.2297
12.3598,15.5569,17.2609,14.8226,5.0740,2.0972,4.6904,11.1747,13.0086,12.0811,9.4369,11.8587,12.9885
13.5584,7.0468,19.3372,12.9282,8.9435,1.5802,3.1399,9.0289,10.6791,9.2246,10.6422,18.1352,5.5753
7.8985,11.9411,7.8911,11.9251,12.7659,2.8317,4.0781,7.2525,12.6224,8.4481,5.8284,3.8932,17.3300
8.6985,11.2999,9.1721,13.0050,6.1368,3.6090,3.9964,6.2340,11.4480,6.7283,3.3865,10.7807,10.1908
14.5780,13.6295,13.7229,15.7079,2.1274,0.9192,5.1472,9.4060,10.2466,8.9353,2.9150,7.9199,10.8096
8.3262,11.1069,7.8997,5.7332,11.1357,2.9321,5.4655,9.0199,9.2678,16.8813,4.2374,0.1572,13.1230
17.7981,6.3960,20.1437,1.7641,17.7670,1.8860,4.1918,9.1687,12.0004,14.1940,10.8517,21.2858,6.7275
15.5146,5.8825,19.2911,15.5279,2.8906,3.7291,5.4595,8.9009,13.4264,8.2094,10.8050,20.6034,-2.2541
22.7455,7.5211,21.8367,12.7728,7.7988,2.0818,1.4448,8.9154,11.1609,6.2797,10.1731,14.6136,6.5940
12.9516,4.5656,20.4127,14.3463,10.1505,1.5609,5.2892,8.3777,13.1210,8.8151,10.2993,14.1438,3.9176
7.3045,13.9113,6.2523,13.8446,6.4705,0.9836,4.3880,6.3523,13.5816,9.6867,5.2311,18.1772,10.5828
9.9980,8.3739,16.7825,17.7768,5.6648,2.8147,2.9954,10.5416,10.1846,16.8900,8.4607,17.7664,3.4462
8.3501,10.7265,7.2386,1.6372,15.5704,2.7073,5.4898,12.9178,10.7112,16.4741,5.1279,17.7376,13.2152
9.4409,13.8825,9.5478,15.0712,11.4902,0.9974,4.2862,11.8596,13.7135,17.6192,5.1584,8.7508,16.5506
13.8377,11.6546,15.6386,14.5263,4.7708,3.4605,5.2393,13.7197,12.6839,15.8653,4.9443,17.7831,6.8187
13.6609,10.0137,16.7770,14.1734,3.2448,3.0229,4.7221,29.2466,7.0819,20.3963,4.9670,8.9411,13.6351
9.8913,10.7929,6.4920,11.4894,12.4188,0.2814,4.7611,6.7252,11.4560,6.6522,5.6072,6.3831,15.6172
